,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
442,Danilo,br BRA,"MF,FW",23.0,3.1,0,0,0,2,0,0,3,4,4,0,0,0,19,1,2,33.3,Matches,Nottingham-Forest,Premier-League
443,Taiwo Awoniyi,ng NGA,FW,26.0,4.6,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5,Matches,Nottingham-Forest,Premier-League
444,Ramón Sosa,py PAR,"FW,MF",24.0,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4,Matches,Nottingham-Forest,Premier-League
445,Willy Boly,ci CIV,DF,33.0,1.7,1,0,0,1,0,0,0,3,1,0,0,0,5,6,2,75.0,Matches,Nottingham-Forest,Premier-League
446,Harry Toffolo,eng ENG,DF,28.0,1.5,1,0,0,1,0,0,4,2,3,0,0,0,2,1,0,100.0,Matches,Nottingham-Forest,Premier-League
447,Eric da Silva Moreira,de GER,"MF,DF",18.0,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,Matches,Nottingham-Forest,Premier-League
448,Mateus Fernandes,pt POR,MF,20.0,32.3,8,0,0,46,55,4,113,28,48,0,0,0,179,15,9,62.5,Matches,Southampton,Premier-League
449,Kyle Walker-Peters,eng ENG,DF,27.0,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4,Matches,Southampton,Premier-League
450,Taylor Harwood-Bellis,eng ENG,DF,22.0,31.4,9,0,0,35,14,0,10,30,20,0,0,0,123,63,49,56.3,Matches,Southampton,Premier-League
451,Aaron Ramsdale,eng ENG,GK,26.0,30.0,2,0,0,1,4,0,0,2,0,0,0,0,23,6,0,100.0,Matches,Southampton,Premier-League
452,Jan Bednarek,pl POL,DF,28.0,28.1,7,0,0,31,13,0,1,56,19,0,1,0,106,71,37,65.7,Matches,Southampton,Premier-League
453,Flynn Downes,eng ENG,MF,25.0,23.9,12,0,0,50,39,0,4,32,25,0,0,0,83,17,17,50.0,Matches,Southampton,Premier-League
454,Joe Aribo,ng NGA,"MF,DF",28.0,22.4,1,0,0,20,28,1,10,20,33,0,1,0,112,25,24,51.0,Matches,Southampton,Premier-League
455,Tyler Dibling,eng ENG,"FW,MF",18.0,20.8,6,0,0,30,50,2,28,8,20,2,0,0,80,10,25,28.6,Matches,Southampton,Premier-League
456,Lesley Ugochukwu,fr FRA,MF,20.0,18.4,7,0,0,31,16,0,6,14,24,0,1,0,67,20,18,52.6,Matches,Southampton,Premier-League
457,Ryan Manning,ie IRL,"DF,MF",28.0,16.2,2,0,0,19,32,0,84,17,17,0,0,0,65,15,6,71.4,Matches,Southampton,Premier-League
458,Kamaldeen Sulemana,gh GHA,"FW,MF",22.0,15.6,2,0,0,22,11,3,26,6,17,0,0,0,63,13,27,32.5,Matches,Southampton,Premier-League
459,Jack Stephens,eng ENG,DF,30.0,15.4,2,2,0,13,4,1,1,13,20,0,1,0,44,6,10,37.5,Matches,Southampton,Premier-League
460,Yukinari Sugawara,jp JPN,"DF,MF",24.0,17.3,4,0,0,15,10,4,70,11,18,0,2,0,44,5,9,35.7,Matches,Southampton,Premier-League
461,Adam Armstrong,eng ENG,"FW,MF",27.0,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7,Matches,Southampton,Premier-League
462,Cameron Archer,eng ENG,FW,23.0,16.0,0,0,0,16,13,8,3,2,8,0,0,0,35,9,30,23.1,Matches,Southampton,Premier-League
463,James Bree,eng ENG,DF,26.0,11.9,0,0,0,4,5,0,29,9,14,0,0,0,65,12,7,63.2,Matches,Southampton,Premier-League
464,Paul Onuachu,ng NGA,FW,30.0,11.7,4,0,0,28,16,10,0,1,2,0,0,0,19,93,59,61.2,Matches,Southampton,Premier-League
465,Nathan Wood-Gordon,eng ENG,DF,22.0,8.6,2,0,0,9,4,0,3,5,8,0,0,0,20,15,8,65.2,Matches,Southampton,Premier-League
466,William Smallbone,ie IRL,MF,24.0,7.7,1,0,0,11,3,0,36,2,13,0,1,0,23,4,6,40.0,Matches,Southampton,Premier-League
467,Welington,br BRA,DF,23.0,5.4,1,0,0,6,8,1,17,7,9,0,1,0,21,5,4,55.6,Matches,Southampton,Premier-League
468,Alex McCarthy,eng ENG,GK,34.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,Matches,Southampton,Premier-League
469,Adam Lallana,eng ENG,MF,36.0,4.0,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0,Matches,Southampton,Premier-League
470,Ben Brereton,cl CHI,FW,25.0,5.0,1,0,0,4,8,1,5,0,2,0,0,0,16,9,7,56.3,Matches,Southampton,Premier-League
471,Ross Stewart,sct SCO,FW,28.0,4.3,1,0,0,7,7,1,0,1,4,0,0,0,6,13,23,36.1,Matches,Southampton,Premier-League
472,Ryan Fraser,sct SCO,"FW,DF",30.0,3.4,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0,Matches,Southampton,Premier-League
473,Charlie Taylor,eng ENG,DF,30.0,4.0,1,0,0,2,3,0,9,5,5,0,0,0,10,6,2,75.0,Matches,Southampton,Premier-League
474,Joe Lumley,eng ENG,GK,29.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,Matches,Southampton,Premier-League
475,Armel Bella Kotchap,de GER,DF,22.0,3.7,0,0,0,3,2,0,0,5,5,0,0,0,19,6,5,54.5,Matches,Southampton,Premier-League
476,Albert Grønbaek,dk DEN,"FW,MF",23.0,1.6,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,100.0,Matches,Southampton,Premier-League
477,Jay Robinson,eng ENG,"MF,FW",17.0,1.5,0,0,0,3,1,0,1,0,1,0,0,0,12,0,1,0.0,Matches,Southampton,Premier-League
478,Maxwel Cornet,ci CIV,FW,27.0,0.8,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0,Matches,Southampton,Premier-League
479,Samuel Edozie,eng ENG,"DF,FW",21.0,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,,Matches,Southampton,Premier-League
480,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18.0,0.3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0.0,Matches,Southampton,Premier-League
481,Joachim Kayi Sanda,fr FRA,DF,17.0,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,Matches,Southampton,Premier-League
482,Ronnie Edwards,eng ENG,DF,21.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Southampton,Premier-League
483,Carlos Alcaraz,ar ARG,MF,21.0,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0,Matches,Southampton,Premier-League
484,Pedro Porro,es ESP,DF,24.0,29.0,5,0,0,25,33,1,196,36,49,0,0,0,152,12,23,34.3,Matches,Tottenham-Hotspur,Premier-League
485,Dejan Kulusevski,se SWE,"MF,FW",24.0,26.5,3,0,0,48,38,5,89,13,23,0,0,0,121,10,15,40.0,Matches,Tottenham-Hotspur,Premier-League
486,Dominic Solanke,eng ENG,FW,26.0,24.5,0,0,0,36,36,5,4,1,11,0,0,1,38,46,60,43.4,Matches,Tottenham-Hotspur,Premier-League
487,Brennan Johnson,wls WAL,FW,23.0,24.2,5,0,0,27,26,12,53,4,26,2,0,0,63,7,20,25.9,Matches,Tottenham-Hotspur,Premier-League
488,Guglielmo Vicario,it ITA,GK,27.0,24.0,1,0,0,0,2,0,0,1,0,0,0,0,32,9,0,100.0,Matches,Tottenham-Hotspur,Premier-League
489,Son Heung-min,kr KOR,FW,32.0,23.4,1,0,0,6,28,12,78,5,9,1,0,0,85,6,12,33.3,Matches,Tottenham-Hotspur,Premier-League
490,Destiny Udogie,it ITA,DF,21.0,21.4,2,0,0,29,38,3,19,22,47,0,0,1,111,13,13,50.0,Matches,Tottenham-Hotspur,Premier-League
491,Pape Matar Sarr,sn SEN,MF,21.0,21.3,6,0,0,34,35,2,14,30,36,0,1,0,115,34,45,43.0,Matches,Tottenham-Hotspur,Premier-League
492,James Maddison,eng ENG,MF,27.0,20.1,6,0,0,32,64,4,98,12,19,0,0,0,76,5,7,41.7,Matches,Tottenham-Hotspur,Premier-League
493,Rodrigo Bentancur,uy URU,MF,27.0,18.3,9,0,0,34,10,1,4,40,22,0,0,0,121,36,30,54.5,Matches,Tottenham-Hotspur,Premier-League
494,Djed Spence,eng ENG,DF,23.0,19.9,4,1,1,21,23,2,25,21,34,0,0,1,109,21,14,60.0,Matches,Tottenham-Hotspur,Premier-League
495,Archie Gray,eng ENG,"DF,MF",18.0,19.5,1,0,0,17,11,0,17,19,8,0,0,1,69,11,11,50.0,Matches,Tottenham-Hotspur,Premier-League
496,Cristian Romero,ar ARG,DF,26.0,15.7,3,0,0,14,12,2,3,21,29,0,0,0,90,41,27,60.3,Matches,Tottenham-Hotspur,Premier-League
497,Yves Bissouma,ml MLI,MF,27.0,15.6,7,0,0,28,18,0,2,18,31,0,2,0,85,7,7,50.0,Matches,Tottenham-Hotspur,Premier-League
498,Ben Davies,wls WAL,DF,31.0,14.8,5,0,0,17,7,0,4,12,11,0,0,0,41,52,44,54.2,Matches,Tottenham-Hotspur,Premier-League
499,Radu Drăgușin,ro ROU,DF,22.0,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60.0,Matches,Tottenham-Hotspur,Premier-League
500,Micky van de Ven,nl NED,DF,23.0,11.3,4,0,0,10,9,0,0,10,6,0,0,0,63,19,20,48.7,Matches,Tottenham-Hotspur,Premier-League
501,Lucas Bergvall,se SWE,MF,18.0,13.5,3,0,0,20,17,0,21,24,19,0,0,0,73,9,8,52.9,Matches,Tottenham-Hotspur,Premier-League
502,Mathys Tel,fr FRA,FW,19.0,10.1,2,0,0,14,16,1,35,2,6,1,0,0,38,4,7,36.4,Matches,Tottenham-Hotspur,Premier-League
503,Wilson Odobert,fr FRA,"FW,MF",19.0,9.4,0,0,0,2,3,1,25,4,5,0,0,0,34,4,8,33.3,Matches,Tottenham-Hotspur,Premier-League
504,Kevin Danso,at AUT,DF,25.0,9.4,0,0,0,9,13,0,1,6,5,0,0,0,27,21,12,63.6,Matches,Tottenham-Hotspur,Premier-League
505,Fraser Forster,eng ENG,GK,36.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Tottenham-Hotspur,Premier-League
506,Antonín Kinský,cz CZE,GK,21.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,100.0,Matches,Tottenham-Hotspur,Premier-League
507,Timo Werner,de GER,"FW,MF",28.0,5.7,0,0,0,3,5,5,28,1,4,0,0,0,18,0,1,0.0,Matches,Tottenham-Hotspur,Premier-League
508,Richarlison,br BRA,FW,27.0,5.6,2,0,0,7,13,3,7,0,3,0,0,0,11,10,23,30.3,Matches,Tottenham-Hotspur,Premier-League
509,Mikey Moore,eng ENG,FW,16.0,4.1,0,0,0,3,7,3,16,1,1,0,0,0,11,1,6,14.3,Matches,Tottenham-Hotspur,Premier-League
510,Sergio Reguilón,es ESP,DF,27.0,2.2,2,0,0,2,6,0,12,4,3,0,0,0,14,5,2,71.4,Matches,Tottenham-Hotspur,Premier-League
511,Brandon Austin,eng ENG,GK,25.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100.0,Matches,Tottenham-Hotspur,Premier-League
512,Dane Scarlett,eng ENG,"FW,MF",20.0,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0,Matches,Tottenham-Hotspur,Premier-League
513,Alfie Dorrington,eng ENG,DF,19.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,Tottenham-Hotspur,Premier-League
514,Will Lankshear,eng ENG,"FW,MF",19.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches,Tottenham-Hotspur,Premier-League
515,Max Kilman,eng ENG,DF,27.0,37.2,5,0,0,23,13,2,4,38,24,0,0,0,146,113,55,67.3,Matches,West-Ham-United,Premier-League
516,Aaron Wan-Bissaka,cd COD,DF,26.0,35.0,1,0,0,25,27,5,76,66,49,0,0,1,174,22,33,40.0,Matches,West-Ham-United,Premier-League
517,Jarrod Bowen,eng ENG,"FW,MF",27.0,33.0,1,0,0,20,51,10,106,16,26,0,0,0,129,12,48,20.0,Matches,West-Ham-United,Premier-League
518,Mohammed Kudus,gh GHA,"FW,MF",23.0,28.8,2,1,0,39,64,18,81,4,23,0,0,0,138,11,40,21.6,Matches,West-Ham-United,Premier-League
519,Tomáš Souček,cz CZE,MF,29.0,28.5,8,0,0,47,25,4,14,20,21,1,0,0,63,99,73,57.6,Matches,West-Ham-United,Premier-League
520,Lucas Paquetá,br BRA,"MF,FW",26.0,26.4,10,0,0,53,62,6,29,18,37,0,1,0,149,48,57,45.7,Matches,West-Ham-United,Premier-League
521,Emerson Palmieri,it ITA,DF,29.0,23.5,5,0,0,25,13,0,64,21,31,0,0,0,84,18,20,47.4,Matches,West-Ham-United,Premier-League
522,Alphonse Areola,fr FRA,GK,31.0,25.1,0,0,0,0,0,0,0,0,2,0,0,1,29,2,0,100.0,Matches,West-Ham-United,Premier-League
523,Konstantinos Mavropanos,gr GRE,DF,26.0,22.7,6,1,1,17,16,3,2,40,24,0,0,0,77,57,25,69.5,Matches,West-Ham-United,Premier-League
524,Jean-Clair Todibo,fr FRA,DF,24.0,20.3,3,0,0,16,6,0,3,26,28,0,0,0,79,28,26,51.9,Matches,West-Ham-United,Premier-League
525,Edson Álvarez,mx MEX,MF,26.0,19.7,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6,Matches,West-Ham-United,Premier-League
526,Guido Rodríguez,ar ARG,MF,30.0,12.8,6,0,0,18,12,2,5,13,19,0,0,0,53,11,7,61.1,Matches,West-Ham-United,Premier-League
527,Carlos Soler,es ESP,"MF,FW",27.0,15.7,6,0,0,26,19,0,34,8,11,0,0,0,64,10,12,45.5,Matches,West-Ham-United,Premier-League
528,Łukasz Fabiański,pl POL,GK,39.0,12.9,2,0,0,2,1,0,0,0,0,0,2,0,5,3,1,75.0,Matches,West-Ham-United,Premier-League
529,James Ward-Prowse,eng ENG,MF,29.0,11.5,2,0,0,10,4,0,49,8,14,0,0,0,52,10,5,66.7,Matches,West-Ham-United,Premier-League
530,Vladimír Coufal,cz CZE,DF,31.0,11.9,5,0,0,22,16,0,28,8,15,0,0,1,39,23,16,59.0,Matches,West-Ham-United,Premier-League
531,Michail Antonio,jm JAM,FW,34.0,9.3,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6,Matches,West-Ham-United,Premier-League
532,Aaron Cresswell,eng ENG,DF,34.0,9.2,3,0,0,4,2,0,36,8,7,0,0,0,36,7,7,50.0,Matches,West-Ham-United,Premier-League
533,Crysencio Summerville,nl NED,"FW,MF",22.0,8.7,2,0,0,9,23,4,21,0,7,0,0,0,38,4,9,30.8,Matches,West-Ham-United,Premier-League
534,Oliver Scarles,eng ENG,"DF,FW",18.0,7.4,1,0,0,5,3,1,15,11,11,0,0,0,34,6,6,50.0,Matches,West-Ham-United,Premier-League
535,Niclas Füllkrug,de GER,FW,31.0,8.8,2,0,0,21,6,10,1,1,3,0,0,0,18,39,52,42.9,Matches,West-Ham-United,Premier-League
536,Danny Ings,eng ENG,"FW,MF",32.0,3.2,0,0,0,0,2,0,3,1,2,1,0,0,9,8,10,44.4,Matches,West-Ham-United,Premier-League
537,Andy Irving,sct SCO,MF,24.0,1.8,2,0,0,6,1,0,2,1,4,0,0,0,10,1,1,50.0,Matches,West-Ham-United,Premier-League
538,Evan Ferguson,ie IRL,FW,19.0,1.7,0,0,0,1,2,0,0,1,1,0,0,0,8,5,10,33.3,Matches,West-Ham-United,Premier-League
539,Luis Guilherme,br BRA,"MF,FW",18.0,1.7,0,0,0,0,4,0,8,3,0,0,0,0,7,2,1,66.7,Matches,West-Ham-United,Premier-League
540,Lewis Orford,eng ENG,MF,18.0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0.0,Matches,West-Ham-United,Premier-League
541,Kaelan Casey,eng ENG,DF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,West-Ham-United,Premier-League
542,Rayan Aït-Nouri,dz ALG,DF,23.0,34.5,7,1,1,30,46,6,94,26,57,0,0,0,145,22,30,42.3,Matches,Wolverhampton-Wanderers,Premier-League
543,João Gomes,br BRA,MF,23.0,33.0,11,1,1,70,47,1,29,25,71,0,0,0,200,11,26,29.7,Matches,Wolverhampton-Wanderers,Premier-League
544,Nélson Semedo,pt POR,DF,30.0,32.1,8,0,0,48,30,4,63,23,36,0,1,0,139,28,42,40.0,Matches,Wolverhampton-Wanderers,Premier-League
545,André,br BRA,MF,23.0,27.5,7,0,0,36,34,0,0,37,55,0,1,0,194,2,6,25.0,Matches,Wolverhampton-Wanderers,Premier-League
546,Toti Gomes,pt POR,DF,25.0,29.0,7,0,0,24,15,4,13,25,43,0,1,0,116,53,26,67.1,Matches,Wolverhampton-Wanderers,Premier-League
547,Jørgen Strand Larsen,no NOR,FW,24.0,28.7,4,0,0,46,19,16,6,6,6,0,0,0,42,67,100,40.1,Matches,Wolverhampton-Wanderers,Premier-League
548,José Sá,pt POR,GK,31.0,29.0,2,0,0,4,9,0,0,0,2,0,4,0,37,11,1,91.7,Matches,Wolverhampton-Wanderers,Premier-League
549,Matheus Cunha,br BRA,"MF,FW",25.0,28.9,4,0,0,42,71,8,142,17,22,0,1,0,125,13,29,31.0,Matches,Wolverhampton-Wanderers,Premier-League
550,Matt Doherty,ie IRL,DF,32.0,23.4,6,0,0,18,11,2,22,22,21,0,0,1,106,56,21,72.7,Matches,Wolverhampton-Wanderers,Premier-League
551,Jean-Ricner Bellegarde,ht HAI,"MF,FW",26.0,18.6,3,0,0,31,47,1,44,10,24,0,0,0,62,10,19,34.5,Matches,Wolverhampton-Wanderers,Premier-League
552,Santiago Bueno,uy URU,DF,25.0,18.7,2,0,0,26,5,0,0,15,21,0,0,0,43,35,31,53.0,Matches,Wolverhampton-Wanderers,Premier-League
553,Emmanuel Agbadou,ci CIV,DF,27.0,15.7,3,0,0,7,4,1,2,12,19,0,0,0,83,26,20,56.5,Matches,Wolverhampton-Wanderers,Premier-League
554,Mario Lemina,ga GAB,"MF,DF",30.0,15.2,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0,Matches,Wolverhampton-Wanderers,Premier-League
555,Marshall Munetsi,zw ZIM,"MF,FW",28.0,12.0,0,0,0,19,10,3,10,6,10,0,0,0,35,29,23,55.8,Matches,Wolverhampton-Wanderers,Premier-League
556,Gonçalo Guedes,pt POR,"MF,FW",27.0,11.1,1,0,0,15,17,3,22,5,5,0,0,0,36,5,13,27.8,Matches,Wolverhampton-Wanderers,Premier-League
557,Craig Dawson,eng ENG,DF,34.0,10.8,2,0,0,6,5,2,0,9,3,0,0,2,35,21,11,65.6,Matches,Wolverhampton-Wanderers,Premier-League
558,Pablo Sarabia,es ESP,"MF,FW",32.0,9.0,3,0,0,16,15,5,47,4,8,0,0,0,34,5,14,26.3,Matches,Wolverhampton-Wanderers,Premier-League
559,Rodrigo Gomes,pt POR,"DF,FW",21.0,9.0,0,0,0,4,6,0,23,7,15,0,0,0,28,8,17,32.0,Matches,Wolverhampton-Wanderers,Premier-League
560,Sam Johnstone,eng ENG,GK,31.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,100.0,Matches,Wolverhampton-Wanderers,Premier-League
561,Hwang Hee-chan,kr KOR,"MF,FW",28.0,7.3,0,0,0,6,9,0,8,2,4,0,0,0,28,3,9,25.0,Matches,Wolverhampton-Wanderers,Premier-League
562,Yerson Mosquera,co COL,DF,23.0,4.9,2,0,0,6,7,1,2,10,7,0,0,0,24,11,6,64.7,Matches,Wolverhampton-Wanderers,Premier-League
563,Tommy Doyle,eng ENG,MF,22.0,5.4,1,0,0,5,5,0,15,5,6,0,0,0,43,1,6,14.3,Matches,Wolverhampton-Wanderers,Premier-League
564,Daniel Bentley,eng ENG,GK,31.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,Matches,Wolverhampton-Wanderers,Premier-League
565,Carlos Forbs,pt POR,"MF,FW",20.0,2.7,2,0,0,2,1,0,9,1,5,0,0,0,11,1,3,25.0,Matches,Wolverhampton-Wanderers,Premier-League
566,Pedro Lima,br BRA,DF,18.0,0.8,0,0,0,1,1,1,5,2,0,0,0,0,3,0,3,0.0,Matches,Wolverhampton-Wanderers,Premier-League
567,Nasser Djiga,bf BFA,DF,21.0,0.7,0,0,0,0,1,0,0,2,0,0,0,0,2,1,1,50.0,Matches,Wolverhampton-Wanderers,Premier-League
568,Daniel Podence,pt POR,"MF,FW",28.0,0.5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0,Matches,Wolverhampton-Wanderers,Premier-League
569,Chiquinho,pt POR,MF,24.0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,Matches,Wolverhampton-Wanderers,Premier-League
570,Mateus Mane,,MF,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Wolverhampton-Wanderers,Premier-League
571,Tom King,wls WAL,GK,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Wolverhampton-Wanderers,Premier-League
572,Alfie Pond,eng ENG,DF,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Wolverhampton-Wanderers,Premier-League
573,Boubacar Traoré,ml MLI,MF,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Wolverhampton-Wanderers,Premier-League
574,Carlos Vicente,es ESP,"FW,MF",25.0,34.4,3,0,0,38,62,10,269,14,31,0,0,0,133,34,60,36.2,Matches,Alaves,La-Liga
575,Nahuel Tenaglia,ar ARG,DF,28.0,32.5,11,0,0,37,45,2,85,47,61,3,0,0,117,46,52,46.9,Matches,Alaves,La-Liga
576,Antonio Sivera,es ESP,GK,27.0,31.2,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3,Matches,Alaves,La-Liga
577,Antonio Blanco,es ESP,MF,24.0,30.3,11,1,1,66,27,0,29,42,40,0,0,0,164,28,35,44.4,Matches,Alaves,La-Liga
578,Manu Sánchez,es ESP,DF,23.0,29.3,6,1,0,56,21,1,78,30,56,0,1,1,105,8,32,20.0,Matches,Alaves,La-Liga
579,Kiké,es ESP,FW,34.0,28.2,5,1,1,49,59,22,13,1,14,1,0,0,90,110,100,52.4,Matches,Alaves,La-Liga
580,Abdel Abqar,ma MAR,DF,25.0,27.4,13,0,0,47,31,2,5,39,23,1,2,0,87,40,35,53.3,Matches,Alaves,La-Liga
581,Jon Guridi,es ESP,"MF,FW",29.0,23.1,6,0,0,35,14,5,17,14,22,0,1,0,86,47,66,41.6,Matches,Alaves,La-Liga
582,Ander Guevara,es ESP,MF,27.0,21.6,3,0,0,39,18,0,5,14,30,0,0,0,120,30,39,43.5,Matches,Alaves,La-Liga
583,Moussa Diarra,ml MLI,DF,23.0,20.7,6,0,0,28,24,1,23,21,24,1,1,0,76,31,29,51.7,Matches,Alaves,La-Liga
584,Santiago Mouriño,uy URU,DF,22.0,20.5,7,0,0,32,23,1,4,29,28,1,0,0,85,38,28,57.6,Matches,Alaves,La-Liga
585,Carlos Martín,es ESP,"FW,MF",22.0,14.8,3,0,0,32,28,6,24,5,21,0,0,0,55,15,19,44.1,Matches,Alaves,La-Liga
586,Joan Jordán,es ESP,MF,30.0,15.7,4,0,0,28,11,1,106,9,18,0,0,0,61,16,13,55.2,Matches,Alaves,La-Liga
587,Carles Aleñá,es ESP,"MF,FW",26.0,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0,Matches,Alaves,La-Liga
588,Toni Martínez,es ESP,FW,27.0,11.2,1,0,0,17,13,8,7,1,7,0,1,0,30,79,68,53.7,Matches,Alaves,La-Liga
589,Tomás Conechny,ar ARG,"FW,MF",26.0,9.4,8,0,0,28,11,5,31,6,12,0,0,0,45,23,20,53.5,Matches,Alaves,La-Liga
590,Facundo Garcés,my MAS,DF,24.0,7.5,2,0,0,7,2,0,1,5,2,0,1,0,14,13,14,48.1,Matches,Alaves,La-Liga
591,Aleksandar Sedlar,rs SRB,DF,32.0,6.6,1,1,0,9,5,0,0,10,10,0,0,0,18,9,6,60.0,Matches,Alaves,La-Liga
592,Stoichkov,es ESP,"MF,FW",30.0,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25.0,Matches,Alaves,La-Liga
593,Carlos Benavídez,uy URU,MF,26.0,5.4,3,0,0,18,6,1,1,8,14,0,0,0,32,8,7,53.3,Matches,Alaves,La-Liga
594,Pica,es ESP,DF,22.0,5.5,1,0,0,6,3,0,2,9,7,0,0,0,13,18,11,62.1,Matches,Alaves,La-Liga
595,Jesús Owono,gq EQG,GK,23.0,5.4,0,0,0,1,2,0,0,0,1,0,1,0,3,0,0,,Matches,Alaves,La-Liga
596,Abde Rebbach,dz ALG,"FW,MF",25.0,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3,Matches,Alaves,La-Liga
597,Asier Villalibre,es ESP,FW,26.0,3.7,2,0,0,11,7,2,2,1,2,0,0,0,7,22,12,64.7,Matches,Alaves,La-Liga
598,Hugo Novoa,es ESP,"DF,MF",21.0,2.6,0,0,0,1,1,2,7,0,5,0,0,0,9,1,8,11.1,Matches,Alaves,La-Liga
599,Luka Romero,ar ARG,"FW,MF",19.0,2.2,0,0,0,3,3,1,10,1,4,1,0,0,9,2,4,33.3,Matches,Alaves,La-Liga
600,Pau Cabanes,es ESP,"MF,FW",19.0,2.1,1,0,0,5,5,0,12,0,2,0,0,0,11,1,3,25.0,Matches,Alaves,La-Liga
601,Adrian Rodriguez,es ESP,GK,23.0,1.4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,Matches,Alaves,La-Liga
602,Luis Rioja,es ESP,FW,30.0,0.3,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,,Matches,Alaves,La-Liga
603,Iñaki Williams,gh GHA,FW,30.0,29.5,1,0,0,22,39,17,115,12,10,1,0,0,87,30,20,60.0,Matches,Athletic-Club,La-Liga
604,Daniel Vivian,es ESP,DF,25.0,29.0,3,0,0,27,21,1,8,47,26,0,1,0,164,43,31,58.1,Matches,Athletic-Club,La-Liga
605,Álex Berenguer,es ESP,"FW,MF",29.0,26.0,5,0,0,29,30,5,178,10,16,2,0,0,113,27,50,35.1,Matches,Athletic-Club,La-Liga
606,Mikel Jauregizar,es ESP,MF,20.0,24.9,4,1,0,46,42,0,27,29,48,1,0,0,144,34,35,49.3,Matches,Athletic-Club,La-Liga
607,Yuri Berchiche,es ESP,DF,34.0,22.7,5,0,0,18,19,4,42,27,21,0,1,0,121,28,20,58.3,Matches,Athletic-Club,La-Liga
608,Nico Williams,es ESP,FW,22.0,22.2,1,0,0,17,35,10,107,7,18,0,0,0,96,11,17,39.3,Matches,Athletic-Club,La-Liga
609,Unai Simón,es ESP,GK,27.0,21.0,0,0,0,0,3,0,0,1,0,0,0,0,33,6,0,100.0,Matches,Athletic-Club,La-Liga
610,Gorka Guruzeta,es ESP,FW,27.0,20.4,2,0,0,40,21,7,5,9,8,0,0,0,61,36,69,34.3,Matches,Athletic-Club,La-Liga
611,Aitor Paredes,es ESP,DF,24.0,20.1,4,1,1,23,6,0,1,22,13,0,1,0,62,30,29,50.8,Matches,Athletic-Club,La-Liga
