,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
2071,Sofiane Diop,fr FRA,"MF,FW",24.0,11.8,3,0,0,17,19,3,33,17,16,0,0,0,73,3,8,27.3,Matches,Nice,Ligue-1
2072,Antoine Mendy,sn SEN,DF,20.0,9.2,2,0,0,13,9,0,7,8,21,0,0,0,48,17,13,56.7,Matches,Nice,Ligue-1
2073,Tom Louchet,fr FRA,"DF,MF",21.0,8.6,1,0,0,8,9,0,35,18,17,0,0,0,36,11,3,78.6,Matches,Nice,Ligue-1
2074,Morgan Sanson,fr FRA,MF,29.0,2.6,0,0,0,3,1,0,4,4,3,0,0,0,10,1,2,33.3,Matches,Nice,Ligue-1
2075,Youssoufa Moukoko,de GER,"FW,MF",19.0,2.3,0,0,0,1,4,5,1,0,2,0,0,0,14,2,0,100.0,Matches,Nice,Ligue-1
2076,Yael Nandjou,fr FRA,DF,19.0,1.7,0,0,0,6,2,0,4,4,1,0,1,0,8,3,1,75.0,Matches,Nice,Ligue-1
2077,Bilal Brahimi,dz ALG,MF,24.0,0.8,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,,Matches,Nice,Ligue-1
2078,Terem Moffi,ng NGA,FW,25.0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,75.0,Matches,Nice,Ligue-1
2079,Amidou Doumbouya,fr FRA,DF,16.0,0.5,0,0,0,0,0,0,2,1,1,0,0,0,6,0,0,,Matches,Nice,Ligue-1
2080,Victor Orakpo,ng NGA,FW,18.0,0.4,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,20.0,Matches,Nice,Ligue-1
2081,Jordan Lotomba,ch SUI,"MF,DF",25.0,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,,Matches,Nice,Ligue-1
2082,Issiaga Camara,gn GUI,MF,19.0,0.2,0,0,0,0,2,0,0,3,1,0,0,0,4,0,1,0.0,Matches,Nice,Ligue-1
2083,Rareş Ilie,ro ROU,MF,21.0,0.1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,,Matches,Nice,Ligue-1
2084,Bernard Nguene,cm CMR,FW,17.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Nice,Ligue-1
2085,Bradley Barcola,fr FRA,FW,21.0,24.2,2,0,0,30,22,7,25,19,17,0,0,0,67,14,7,66.7,Matches,Paris-Saint-Germain,Ligue-1
2086,Gianluigi Donnarumma,it ITA,GK,25.0,23.2,2,0,0,0,3,0,0,0,1,0,0,0,40,4,0,100.0,Matches,Paris-Saint-Germain,Ligue-1
2087,Achraf Hakimi,ma MAR,DF,25.0,23.0,4,0,0,19,25,8,80,31,36,0,0,0,136,9,12,42.9,Matches,Paris-Saint-Germain,Ligue-1
2088,Willian Pacho,ec ECU,DF,22.0,23.7,2,0,0,20,7,0,0,40,32,0,0,0,119,29,26,52.7,Matches,Paris-Saint-Germain,Ligue-1
2089,Warren Zaïre-Emery,fr FRA,"MF,DF",18.0,22.8,3,0,0,25,19,1,9,23,26,0,0,0,136,9,14,39.1,Matches,Paris-Saint-Germain,Ligue-1
2090,Lucas Beraldo,br BRA,DF,20.0,22.3,6,0,0,22,9,1,3,21,31,0,1,0,115,45,21,68.2,Matches,Paris-Saint-Germain,Ligue-1
2091,João Neves,pt POR,"MF,DF",19.0,20.5,1,0,0,17,33,3,15,23,31,0,0,0,123,21,12,63.6,Matches,Paris-Saint-Germain,Ligue-1
2092,Fabián Ruiz Peña,es ESP,MF,28.0,21.4,1,0,0,6,10,5,27,16,24,0,0,0,135,5,8,38.5,Matches,Paris-Saint-Germain,Ligue-1
2093,Vitinha,pt POR,MF,24.0,22.7,1,0,0,9,12,0,21,14,23,0,0,0,144,1,5,16.7,Matches,Paris-Saint-Germain,Ligue-1
2094,Ousmane Dembélé,fr FRA,FW,27.0,19.2,1,0,0,8,14,9,80,9,5,1,0,0,39,4,6,40.0,Matches,Paris-Saint-Germain,Ligue-1
2095,Marquinhos,br BRA,DF,30.0,19.2,3,0,0,18,7,1,3,11,19,0,1,0,103,32,17,65.3,Matches,Paris-Saint-Germain,Ligue-1
2096,Nuno Mendes,pt POR,DF,22.0,18.6,3,0,0,13,23,1,60,18,19,1,1,0,108,15,11,57.7,Matches,Paris-Saint-Germain,Ligue-1
2097,Lee Kang-in,kr KOR,"FW,MF",23.0,18.5,1,0,0,21,28,1,94,3,17,0,0,0,73,5,10,33.3,Matches,Paris-Saint-Germain,Ligue-1
2098,Désiré Doué,fr FRA,"FW,MF",19.0,19.2,1,0,0,28,44,1,78,13,30,2,0,0,93,8,10,44.4,Matches,Paris-Saint-Germain,Ligue-1
2099,Gonçalo Ramos,pt POR,FW,23.0,11.8,1,0,0,8,11,9,1,0,6,1,0,0,18,20,15,57.1,Matches,Paris-Saint-Germain,Ligue-1
2100,Khvicha Kvaratskhelia,ge GEO,FW,23.0,10.2,0,0,0,12,18,0,33,2,13,0,0,0,27,3,5,37.5,Matches,Paris-Saint-Germain,Ligue-1
2101,Lucas Hernández,fr FRA,DF,28.0,9.7,2,0,0,9,9,0,2,7,18,0,0,1,45,13,6,68.4,Matches,Paris-Saint-Germain,Ligue-1
2102,Matvei Safonov,ru RUS,GK,25.0,9.8,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,,Matches,Paris-Saint-Germain,Ligue-1
2103,Senny Mayulu,fr FRA,MF,18.0,9.0,1,0,0,20,18,0,9,5,16,0,0,0,32,1,10,9.1,Matches,Paris-Saint-Germain,Ligue-1
2104,Marco Asensio,es ESP,"FW,MF",28.0,6.9,0,0,0,1,4,3,13,0,3,0,0,0,18,1,2,33.3,Matches,Paris-Saint-Germain,Ligue-1
2105,Milan Škriniar,sk SVK,DF,29.0,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3,Matches,Paris-Saint-Germain,Ligue-1
2106,Ibrahim Mbaye,fr FRA,"FW,MF",16.0,3.8,0,0,0,6,3,1,5,2,2,0,0,0,10,2,4,33.3,Matches,Paris-Saint-Germain,Ligue-1
2107,Randal Kolo Muani,fr FRA,FW,25.0,4.0,0,0,0,7,7,2,0,0,4,1,0,0,8,9,3,75.0,Matches,Paris-Saint-Germain,Ligue-1
2108,Yoram Zague,fr FRA,"DF,FW",18.0,2.0,0,0,0,2,0,0,4,2,6,0,0,0,5,1,1,50.0,Matches,Paris-Saint-Germain,Ligue-1
2109,Axel Tapé,fr FRA,"DF,MF",16.0,2.0,1,0,0,2,3,0,0,1,1,0,0,0,11,1,4,20.0,Matches,Paris-Saint-Germain,Ligue-1
2110,Arnau Tenas,es ESP,GK,23.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,Paris-Saint-Germain,Ligue-1
2111,Noham Kamara,fr FRA,DF,17.0,0.8,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,100.0,Matches,Paris-Saint-Germain,Ligue-1
2112,Presnel Kimpembe,fr FRA,DF,28.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches,Paris-Saint-Germain,Ligue-1
2113,Yehvann Diouf,sn SEN,GK,24.0,34.0,1,0,0,0,3,0,0,1,1,0,0,0,45,6,0,100.0,Matches,Reims,Ligue-1
2114,Valentin Atangana Edoa,fr FRA,MF,18.0,31.7,7,0,0,57,50,8,17,37,50,0,0,0,117,47,34,58.0,Matches,Reims,Ligue-1
2115,Junya Ito,jp JPN,"FW,MF",31.0,29.9,1,0,0,14,34,10,234,13,30,0,0,0,135,17,28,37.8,Matches,Reims,Ligue-1
2116,Keito Nakamura,jp JPN,"FW,MF",24.0,29.4,5,0,0,29,8,10,56,13,16,0,0,0,116,7,14,33.3,Matches,Reims,Ligue-1
2117,Sergio Akieme,es ESP,DF,26.0,28.0,5,0,0,25,21,1,94,17,23,0,0,0,109,19,26,42.2,Matches,Reims,Ligue-1
2118,Cédric Kipré,ci CIV,DF,27.0,24.3,4,2,0,24,12,1,12,32,30,0,1,0,73,41,24,63.1,Matches,Reims,Ligue-1
2119,Aurélio Buta,pt POR,DF,27.0,21.9,5,0,0,32,27,3,32,22,24,0,1,0,69,12,15,44.4,Matches,Reims,Ligue-1
2120,Joseph Okumu,ke KEN,DF,27.0,18.8,5,1,1,15,15,0,5,25,15,0,2,0,94,35,20,63.6,Matches,Reims,Ligue-1
2121,Oumar Diakité,ci CIV,FW,20.0,18.1,6,0,0,27,25,11,7,3,13,0,0,0,59,25,59,29.8,Matches,Reims,Ligue-1
2122,Marshall Munetsi,zw ZIM,MF,28.0,18.8,5,0,0,28,31,2,11,17,18,0,0,0,72,41,48,46.1,Matches,Reims,Ligue-1
2123,Amadou Koné,ml MLI,MF,19.0,14.4,3,1,0,19,52,0,3,19,32,0,1,0,79,22,22,50.0,Matches,Reims,Ligue-1
2124,Emmanuel Agbadou,ci CIV,DF,27.0,14.0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1,Matches,Reims,Ligue-1
2125,Mory Gbane,ci CIV,"DF,MF",23.0,12.5,2,0,0,12,3,0,2,18,11,0,0,0,49,15,9,62.5,Matches,Reims,Ligue-1
2126,Nhoa Sangui,fr FRA,"DF,MF",18.0,12.9,3,0,0,9,8,0,16,8,9,0,0,0,64,6,12,33.3,Matches,Reims,Ligue-1
2127,Hiroki Sekine,jp JPN,DF,21.0,9.9,1,0,0,4,7,0,21,5,7,0,0,0,21,11,11,50.0,Matches,Reims,Ligue-1
2128,Teddy Teuma,mt MLT,MF,30.0,8.3,1,0,0,11,7,2,44,12,10,0,0,0,42,4,8,33.3,Matches,Reims,Ligue-1
2129,Yaya Kader Fofana,ml MLI,"MF,FW",20.0,7.0,4,0,0,16,7,0,6,3,11,0,0,0,33,4,10,28.6,Matches,Reims,Ligue-1
2130,Jordan Pefok,us USA,FW,28.0,4.2,0,0,0,11,8,3,1,2,2,0,0,0,7,10,10,50.0,Matches,Reims,Ligue-1
2131,Mamadou Diakhon,fr FRA,"FW,MF",18.0,9.5,2,0,0,5,22,0,33,4,8,1,0,0,38,1,13,7.1,Matches,Reims,Ligue-1
2132,John Joe,ie IRL,MF,20.0,6.1,0,0,0,14,13,0,5,6,15,0,0,0,31,10,13,43.5,Matches,Reims,Ligue-1
2133,Hafiz Ibrahim,ng NGA,FW,18.0,4.3,2,1,1,12,2,3,1,2,2,0,0,0,14,8,23,25.8,Matches,Reims,Ligue-1
2134,Amine Salama,fr FRA,FW,24.0,4.1,0,0,0,2,1,5,4,1,2,0,0,0,11,2,3,40.0,Matches,Reims,Ligue-1
2135,Thibault De Smet,be BEL,DF,26.0,2.1,0,0,0,1,2,0,0,4,4,0,0,0,6,1,1,50.0,Matches,Reims,Ligue-1
2136,Ange Martial Tia,ml MLI,"MF,DF",17.0,1.9,0,0,0,3,1,0,3,2,3,0,0,0,12,5,3,62.5,Matches,Reims,Ligue-1
2137,Malcolm Jeng,se SWE,DF,19.0,1.2,0,0,0,1,0,0,0,3,0,0,0,0,3,4,4,50.0,Matches,Reims,Ligue-1
2138,Abdoul Koné,fr FRA,DF,19.0,1.5,0,0,0,3,3,0,0,1,3,0,0,0,7,2,0,100.0,Matches,Reims,Ligue-1
2139,Gabriel Moscardo,br BRA,"MF,DF",18.0,0.9,1,0,0,1,0,0,0,0,1,0,0,0,4,3,1,75.0,Matches,Reims,Ligue-1
2140,Reda Khadra,de GER,"MF,FW",23.0,0.9,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,,Matches,Reims,Ligue-1
2141,Niama Sissoko,ml MLI,"FW,MF",18.0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,25.0,Matches,Reims,Ligue-1
2142,Martin Adeline,fr FRA,MF,20.0,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,Matches,Reims,Ligue-1
2143,Eloge Zabi,ci CIV,"DF,MF",17.0,0.2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,,Matches,Reims,Ligue-1
2144,Mohamed Daramy,dk DEN,FW,22.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,Matches,Reims,Ligue-1
2145,Mohamed Bamba,ci CIV,MF,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches,Reims,Ligue-1
2146,Ike Orazi,ie IRL,MF,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Reims,Ligue-1
2147,Adrien Truffert,fr FRA,"DF,MF",22.0,30.6,3,0,0,25,34,4,145,27,36,0,0,0,139,27,27,50.0,Matches,Rennes,Ligue-1
2148,Arnaud Kalimuendo,fr FRA,"FW,MF",22.0,28.6,2,0,0,29,40,12,13,4,12,1,0,0,63,22,59,27.2,Matches,Rennes,Ligue-1
2149,Lorenz Assignon,tg TOG,"DF,MF",24.0,26.2,9,0,0,52,28,5,70,25,27,0,1,0,110,38,22,63.3,Matches,Rennes,Ligue-1
2150,Ludovic Blas,fr FRA,"MF,FW",26.0,25.5,6,0,0,31,54,1,124,13,25,1,0,0,88,11,37,22.9,Matches,Rennes,Ligue-1
2151,Azor Matusiwa,nl NED,MF,26.0,23.1,3,0,0,29,32,0,1,34,39,0,1,0,134,28,18,60.9,Matches,Rennes,Ligue-1
2152,Hans Hateboer,nl NED,DF,30.0,18.7,3,0,0,20,10,2,33,29,16,0,0,0,62,42,24,63.6,Matches,Rennes,Ligue-1
2153,Brice Samba,fr FRA,GK,30.0,17.0,3,0,0,0,1,0,0,0,1,0,0,0,25,5,0,100.0,Matches,Rennes,Ligue-1
2154,Steve Mandanda,fr FRA,GK,39.0,16.5,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100.0,Matches,Rennes,Ligue-1
2155,Christopher Wooh,cm CMR,DF,22.0,16.2,6,1,0,33,8,0,0,23,19,0,1,1,53,42,18,70.0,Matches,Rennes,Ligue-1
2156,Lilian Brassier,fr FRA,DF,24.0,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9,Matches,Rennes,Ligue-1
2157,Leo Skiri Østigård,no NOR,DF,24.0,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1,Matches,Rennes,Ligue-1
2158,Jordan James,wls WAL,MF,20.0,13.1,4,0,0,26,15,1,34,14,19,0,0,0,54,10,7,58.8,Matches,Rennes,Ligue-1
2159,Djaoui Cissé,fr FRA,MF,20.0,12.5,4,0,0,25,14,0,3,13,18,0,0,0,78,4,13,23.5,Matches,Rennes,Ligue-1
2160,Amine Gouiri,dz ALG,"MF,FW",24.0,11.5,2,0,0,18,12,4,12,2,6,0,0,0,40,8,15,34.8,Matches,Rennes,Ligue-1
2161,Anthony Rouault,fr FRA,DF,23.0,10.8,3,0,0,7,1,1,0,8,8,0,0,0,48,28,15,65.1,Matches,Rennes,Ligue-1
2162,Jérémy Jacquet,fr FRA,DF,19.0,10.3,0,0,0,13,6,0,3,27,17,0,0,0,41,19,10,65.5,Matches,Rennes,Ligue-1
2163,Alidu Seidu,gh GHA,DF,24.0,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0,Matches,Rennes,Ligue-1
2164,Seko Fofana,ci CIV,MF,29.0,9.4,3,0,0,9,7,2,5,7,7,0,0,0,42,7,3,70.0,Matches,Rennes,Ligue-1
2165,Albert Grønbaek,dk DEN,"MF,FW",23.0,9.0,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7,Matches,Rennes,Ligue-1
2166,Glen Kamara,fi FIN,MF,28.0,7.4,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0,Matches,Rennes,Ligue-1
2167,Mikayil Ngor Faye,sn SEN,DF,20.0,7.6,1,1,0,10,6,0,1,12,12,0,1,0,41,14,9,60.9,Matches,Rennes,Ligue-1
2168,Musa Al-Taamari,jo JOR,"FW,MF",27.0,6.3,1,0,0,4,11,4,6,2,1,1,0,0,17,2,9,18.2,Matches,Rennes,Ligue-1
2169,Mohamed Meité,fr FRA,FW,16.0,6.0,0,0,0,14,8,4,2,0,0,0,0,0,5,15,11,57.7,Matches,Rennes,Ligue-1
2170,Baptiste Santamaria,fr FRA,MF,29.0,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0,Matches,Rennes,Ligue-1
2171,Ismaël Koné,ca CAN,MF,22.0,5.2,1,0,0,8,8,0,2,4,6,0,1,0,19,2,0,100.0,Matches,Rennes,Ligue-1
2172,Mahamadou Nagida,cm CMR,DF,19.0,4.8,1,0,0,5,12,0,29,9,6,0,0,0,37,5,11,31.3,Matches,Rennes,Ligue-1
2173,Jota,pt POR,"FW,MF",25.0,3.7,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0,Matches,Rennes,Ligue-1
2174,Kazeem Olaigbe,be BEL,"MF,FW",21.0,3.3,0,0,0,6,1,2,10,0,4,0,0,0,13,0,1,0.0,Matches,Rennes,Ligue-1
2175,Carlos Gómez,co COL,"MF,DF",21.0,4.2,1,0,0,11,2,2,19,2,6,0,0,0,16,2,6,25.0,Matches,Rennes,Ligue-1
2176,Kyogo Furuhashi,jp JPN,FW,29.0,1.4,0,0,0,4,2,0,0,0,2,0,0,0,1,1,2,33.3,Matches,Rennes,Ligue-1
2177,Benjamin Bourigeaud,fr FRA,MF,30.0,0.9,0,0,0,0,0,0,6,2,0,0,0,0,4,2,2,50.0,Matches,Rennes,Ligue-1
2178,Henrik Meister,dk DEN,FW,20.0,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0,Matches,Rennes,Ligue-1
2179,Naouirou Ahamada,fr FRA,"MF,FW",22.0,0.6,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0,Matches,Rennes,Ligue-1
2180,Gauthier Gallon,fr FRA,GK,31.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Rennes,Ligue-1
2181,Ayanda Sishuba,be BEL,FW,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Rennes,Ligue-1
2182,Gautier Larsonneur,fr FRA,GK,27.0,34.0,5,0,0,0,13,0,0,0,0,0,0,0,41,7,4,63.6,Matches,Saint-Etienne,Ligue-1
2183,Zuriko Davitashvili,ge GEO,"FW,MF",23.0,30.9,3,0,0,20,40,5,85,14,14,2,0,0,117,14,47,23.0,Matches,Saint-Etienne,Ligue-1
2184,Léo Pétrot,fr FRA,DF,27.0,29.3,4,0,0,22,22,1,51,42,39,0,3,0,115,40,37,51.9,Matches,Saint-Etienne,Ligue-1
2185,Pierre Ekwah Elimby,fr FRA,MF,22.0,28.6,3,0,0,42,38,0,5,47,33,0,0,0,154,30,13,69.8,Matches,Saint-Etienne,Ligue-1
2186,Mickael Nade,fr FRA,DF,25.0,25.6,1,0,0,19,27,0,1,33,43,1,1,1,113,28,9,75.7,Matches,Saint-Etienne,Ligue-1
2187,Lucas Stassin,be BEL,FW,19.0,21.0,4,0,0,32,26,7,19,3,11,1,0,0,34,15,29,34.1,Matches,Saint-Etienne,Ligue-1
2188,Dennis Appiah,fr FRA,DF,32.0,23.6,2,0,0,37,9,2,52,29,43,0,2,0,90,27,31,46.6,Matches,Saint-Etienne,Ligue-1
2189,Dylan Batubinsika,cd COD,DF,28.0,22.4,3,1,0,24,13,0,1,39,13,0,3,1,76,45,17,72.6,Matches,Saint-Etienne,Ligue-1
2190,Benjamin Bouchouari,ma MAR,MF,22.0,19.7,6,0,0,15,42,0,9,17,27,0,1,0,119,6,17,26.1,Matches,Saint-Etienne,Ligue-1
2191,Florian Tardieu,fr FRA,MF,32.0,13.9,0,0,0,10,14,1,24,15,14,0,1,0,83,14,8,63.6,Matches,Saint-Etienne,Ligue-1
2192,Irvin Cardona,mt MLT,FW,26.0,11.8,2,0,0,12,10,3,31,4,5,0,0,0,26,10,8,55.6,Matches,Saint-Etienne,Ligue-1
2193,Aimen Moueffek,fr FRA,MF,23.0,11.5,2,0,0,20,7,3,4,5,12,0,0,0,59,9,17,34.6,Matches,Saint-Etienne,Ligue-1
2194,Louis Mouton,fr FRA,MF,22.0,11.6,2,0,0,24,7,2,21,10,25,0,0,0,63,5,11,31.3,Matches,Saint-Etienne,Ligue-1
2195,Yunis Abdelhamid,ma MAR,DF,36.0,11.5,2,0,0,16,6,0,0,14,11,0,0,0,42,19,10,65.5,Matches,Saint-Etienne,Ligue-1
2196,Yvann Macon,fr FRA,DF,25.0,8.8,4,0,0,26,8,1,23,2,11,0,0,0,42,3,12,20.0,Matches,Saint-Etienne,Ligue-1
2197,Mathis Amougou,fr FRA,MF,18.0,9.5,2,0,0,6,8,0,1,12,15,0,0,0,37,3,12,20.0,Matches,Saint-Etienne,Ligue-1
2198,Maxime Bernauer,fr FRA,DF,26.0,8.5,4,1,1,10,4,0,0,5,9,0,1,0,37,11,7,61.1,Matches,Saint-Etienne,Ligue-1
2199,Mathieu Cafaro,fr FRA,"MF,FW",27.0,8.1,3,1,0,11,14,3,27,7,7,0,1,0,30,3,4,42.9,Matches,Saint-Etienne,Ligue-1
2200,Ibrahim Sissoko,ml MLI,FW,28.0,9.1,1,0,0,37,21,9,3,2,9,0,0,0,23,26,42,38.2,Matches,Saint-Etienne,Ligue-1
2201,Augustine Boakye,gh GHA,"FW,MF",23.0,8.1,5,0,0,19,7,3,5,6,3,0,0,0,27,5,14,26.3,Matches,Saint-Etienne,Ligue-1
2202,Pierre Cornud,fr FRA,DF,27.0,6.4,2,0,0,10,3,1,14,9,10,0,1,0,33,3,4,42.9,Matches,Saint-Etienne,Ligue-1
2203,Ben Old,nz NZL,"FW,MF",21.0,5.9,0,0,0,4,10,0,19,2,5,0,0,0,24,1,5,16.7,Matches,Saint-Etienne,Ligue-1
2204,Lamine Fomba,fr FRA,MF,26.0,2.4,2,0,0,13,2,1,1,4,6,0,1,0,13,3,6,33.3,Matches,Saint-Etienne,Ligue-1
2205,Djylian N'Guessan,fr FRA,FW,15.0,2.0,0,0,0,1,2,0,0,0,4,0,0,0,4,4,7,36.4,Matches,Saint-Etienne,Ligue-1
2206,Ibrahima Wadji,sn SEN,"FW,MF",29.0,3.9,1,0,0,11,5,4,2,1,6,0,0,0,7,4,10,28.6,Matches,Saint-Etienne,Ligue-1
2207,Marwann Nzuzi,fr FRA,DF,20.0,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7,Matches,Saint-Etienne,Ligue-1
2208,Ayman Aiki,fr FRA,"FW,MF",19.0,1.4,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0,Matches,Saint-Etienne,Ligue-1
2209,Beres Owusu,fr FRA,DF,20.0,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0,Matches,Saint-Etienne,Ligue-1
2210,Igor Miladinović,rs SRB,"FW,MF",21.0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,100.0,Matches,Saint-Etienne,Ligue-1
2211,Kévin Pedro,fr FRA,DF,18.0,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,,Matches,Saint-Etienne,Ligue-1
2212,Jibril Othman,tn TUN,FW,20.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Saint-Etienne,Ligue-1
2213,Anthony Briançon,fr FRA,DF,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Saint-Etienne,Ligue-1
2214,Andrey Santos,br BRA,MF,20.0,31.7,8,0,0,29,63,0,0,32,74,1,1,0,188,37,24,60.7,Matches,Strasbourg,Ligue-1
2215,Đorđe Petrović,rs SRB,GK,24.0,31.0,2,0,0,0,3,0,0,0,1,0,0,0,58,4,0,100.0,Matches,Strasbourg,Ligue-1
2216,Ismaël Doukouré,fr FRA,"DF,MF",21.0,29.3,7,0,0,30,17,0,1,25,22,0,0,1,103,26,16,61.9,Matches,Strasbourg,Ligue-1
2217,Guela Doué,ci CIV,DF,21.0,30.2,7,0,0,41,19,0,46,34,45,0,1,0,162,58,37,61.1,Matches,Strasbourg,Ligue-1
2218,Diego Moreira,be BEL,"DF,MF",19.0,28.5,4,1,0,26,35,2,93,35,28,0,1,0,139,27,29,48.2,Matches,Strasbourg,Ligue-1
2219,Dilane Bakwa,fr FRA,"MF,DF",21.0,27.7,4,0,0,29,71,5,153,15,14,0,0,0,92,11,8,57.9,Matches,Strasbourg,Ligue-1
2220,Mamadou Sarr,fr FRA,DF,18.0,26.3,4,0,0,29,11,0,1,25,21,0,1,0,98,30,29,50.8,Matches,Strasbourg,Ligue-1
2221,Habib Diarra,sn SEN,"MF,FW",20.0,26.1,6,0,0,26,52,1,54,13,13,1,0,0,90,12,16,42.9,Matches,Strasbourg,Ligue-1
2222,Emanuel Emegha,nl NED,FW,21.0,25.5,5,0,0,36,37,27,0,1,6,0,0,0,60,26,39,40.0,Matches,Strasbourg,Ligue-1
2223,Sebastian Nanasi,se SWE,"MF,FW",22.0,23.4,1,0,0,9,17,1,66,7,13,0,0,0,71,3,11,21.4,Matches,Strasbourg,Ligue-1
2224,Félix Lemaréchal,fr FRA,"MF,FW",20.0,19.8,2,0,0,30,12,3,26,14,24,0,0,0,62,14,25,35.9,Matches,Strasbourg,Ligue-1
2225,Valentín Barco,ar ARG,"MF,DF",20.0,12.9,2,0,0,17,29,0,31,13,22,0,1,0,79,7,7,50.0,Matches,Strasbourg,Ligue-1
2226,Saidou Sow,gn GUI,DF,22.0,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6,Matches,Strasbourg,Ligue-1
2227,Abakar Sylla,ci CIV,DF,21.0,10.6,2,1,0,17,7,0,1,11,15,0,0,1,39,20,15,57.1,Matches,Strasbourg,Ligue-1
2228,Sekou Mara,fr FRA,"FW,MF",22.0,8.5,2,0,0,18,16,3,3,3,6,0,0,0,21,19,23,45.2,Matches,Strasbourg,Ligue-1
2229,Andrew Omobamidele,ie IRL,DF,22.0,6.0,5,1,1,13,7,0,0,8,4,0,1,0,25,9,3,75.0,Matches,Strasbourg,Ligue-1
2230,Abdoul Ouattara,fr FRA,"DF,FW",18.0,5.2,1,0,0,7,1,1,3,9,4,0,0,0,26,3,6,33.3,Matches,Strasbourg,Ligue-1
2231,Samuel Amo-Ameyaw,eng ENG,"DF,MF",18.0,3.6,0,0,0,3,5,1,6,3,3,0,0,0,14,0,7,0.0,Matches,Strasbourg,Ligue-1
2232,Karl-Johan Johnsson,se SWE,GK,34.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0,Matches,Strasbourg,Ligue-1
2233,Caleb Wiley,us USA,"DF,MF",19.0,3.0,1,0,0,2,2,0,7,4,0,0,0,0,17,0,4,0.0,Matches,Strasbourg,Ligue-1
2234,Junior Mwanga,fr FRA,MF,21.0,3.3,0,0,0,6,1,0,0,2,9,0,0,0,16,2,0,100.0,Matches,Strasbourg,Ligue-1
2235,Marvin Senaya,tg TOG,DF,23.0,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50.0,Matches,Strasbourg,Ligue-1
2236,Jérémy Sebas,mq MTQ,"FW,MF",21.0,2.1,0,0,0,6,2,2,2,0,2,0,0,0,10,3,3,50.0,Matches,Strasbourg,Ligue-1
2237,Pape Daouda Diongue,sn SEN,"MF,FW",,0.9,0,0,0,0,0,0,1,3,0,0,0,0,9,4,0,100.0,Matches,Strasbourg,Ligue-1
2238,Eduard Sobol,ua UKR,DF,29.0,1.1,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50.0,Matches,Strasbourg,Ligue-1
