,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Squad,League
2570,Frank Feller,de GER,GK,21-139,1.3,1,0.74,0,1,0,0,0,0,1,0.74,0,1,0,0,0,0,Matches,Heidenheim,Bundesliga
2571,Stefan Schimmer,de GER,"FW,MF",31-028,2.7,4,1.45,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2572,Julian Niehues,de GER,MF,24-039,1.7,4,2.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2573,Norman Theuerkauf,de GER,MF,38-122,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2574,Denis Thomalla,de GER,MF,32-283,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2575,Andrej Kramarić,hr CRO,"MF,FW",33-341,30.7,102,3.32,78,13,2,7,2,0,14,0.46,11,1,0,1,1,0,Matches,Hoffenheim,Bundesliga
2576,Tom Bischof,de GER,"MF,FW",19-332,28.4,117,4.12,67,32,4,8,4,2,7,0.25,6,1,0,0,0,0,Matches,Hoffenheim,Bundesliga
2577,Anton Stach,de GER,"MF,DF",26-192,28.7,63,2.19,50,1,4,4,3,1,5,0.17,5,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2578,Oliver Baumann,de GER,GK,34-358,28.0,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0,Matches,Hoffenheim,Bundesliga
2579,Arthur Chaves,br BRA,DF,24-117,24.3,23,0.95,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0,Matches,Hoffenheim,Bundesliga
2580,Kevin Akpoguma,ng NGA,DF,30-037,24.7,27,1.09,25,1,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2581,Adam Hložek,cz CZE,"FW,MF",22-305,20.8,57,2.74,41,1,7,4,4,0,10,0.48,6,1,2,1,0,0,Matches,Hoffenheim,Bundesliga
2582,Marius Bülter,de GER,"FW,DF",32-058,19.2,48,2.5,34,0,3,3,7,1,7,0.36,4,0,2,0,1,0,Matches,Hoffenheim,Bundesliga
2583,Alexander Prass,at AUT,DF,24-000,17.4,35,2.01,29,1,4,0,1,0,5,0.29,3,1,0,0,1,0,Matches,Hoffenheim,Bundesliga
2584,Pavel Kadeřábek,cz CZE,DF,33-031,17.5,41,2.34,29,7,3,1,0,1,1,0.06,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2585,Stanley N'Soki,fr FRA,DF,26-047,14.5,19,1.31,17,1,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2586,Valentin Gendrey,fr FRA,DF,24-339,15.7,37,2.36,27,5,1,2,2,0,4,0.25,1,2,0,0,1,0,Matches,Hoffenheim,Bundesliga
2587,Leo Skiri Østigård,no NOR,DF,25-179,10.3,9,0.87,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2588,Florian Grillitsch,at AUT,MF,29-292,6.7,17,2.55,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2589,Dennis Geiger,de GER,"MF,FW",26-350,8.2,26,3.18,23,1,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2590,Gift Orban,ng NGA,FW,22-313,7.6,12,1.57,9,0,2,0,1,0,2,0.26,1,0,1,0,0,0,Matches,Hoffenheim,Bundesliga
2591,Finn Ole Becker,de GER,MF,24-352,7.4,20,2.69,17,0,2,0,1,0,3,0.4,3,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2592,Bazoumana Touré,ci CIV,"FW,MF",19-085,6.8,25,3.7,17,0,3,3,1,1,4,0.59,3,0,0,0,0,1,Matches,Hoffenheim,Bundesliga
2593,Haris Tabakovic,ba BIH,FW,30-340,9.1,16,1.76,12,0,0,4,0,0,3,0.33,2,0,0,1,0,0,Matches,Hoffenheim,Bundesliga
2594,David Jurásek,cz CZE,DF,24-292,6.9,19,2.76,15,2,0,1,1,0,1,0.15,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2595,Luca Philipp,de GER,GK,24-179,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2596,Diadie Samassékou,ml MLI,MF,29-135,3.2,4,1.24,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2597,Max Moerstedt,de GER,FW,,5.0,16,3.18,11,0,1,1,3,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2598,Tim Drexler,de GER,DF,20-081,4.0,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2599,Jacob Bruun Larsen,dk DEN,"FW,MF",26-249,4.4,19,4.29,12,1,2,4,0,0,4,0.9,2,0,1,1,0,0,Matches,Hoffenheim,Bundesliga
2600,Umut Tohumcu,de GER,"MF,FW",20-288,4.2,6,1.44,2,2,0,1,1,0,1,0.24,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2601,Mergim Berisha,de GER,"FW,MF",27-015,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2602,Erencan Yardimci,tr TUR,"FW,MF",23-111,3.5,5,1.44,2,0,0,3,0,0,2,0.58,0,0,0,2,0,0,Matches,Hoffenheim,Bundesliga
2603,Robin Hranáč,cz CZE,DF,25-117,2.4,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2604,Grischa Prömel,de GER,MF,30-137,1.9,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2605,Florian Micheler,at AUT,MF,20-009,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2606,Hannes Behrens,de GER,DF,,0.3,2,6.21,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2607,David Mokwa,fr FRA,"DF,FW",21-023,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2608,Paul Hennrich,de GER,MF,20-081,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2609,Ihlas Bebou,tg TOG,MF,31-033,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Hoffenheim,Bundesliga
2610,Timo Becker,de GER,DF,28-062,27.2,30,1.1,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1,Matches,Holstein-Kiel,Bundesliga
2611,Nicolai Remberg,de GER,MF,24-341,26.9,30,1.12,24,0,0,3,3,0,3,0.11,3,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2612,Timon Weiner,de GER,GK,26-128,25.0,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2613,Shuto Machino,jp JPN,"FW,MF",25-238,21.7,74,3.41,48,19,2,3,2,0,9,0.41,8,1,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2614,Armin Gigovic,ba BIH,MF,23-050,21.1,39,1.85,29,2,1,1,6,0,7,0.33,3,1,1,0,2,0,Matches,Holstein-Kiel,Bundesliga
2615,Magnus Knudsen,no NOR,MF,23-345,20.6,32,1.56,25,0,1,2,4,0,4,0.19,4,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2616,Lasse Rosenboom,de GER,DF,23-127,19.3,25,1.3,22,0,0,2,1,0,3,0.16,3,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2617,Finn Porath,de GER,"DF,MF",28-092,21.9,61,2.79,42,6,4,6,3,0,11,0.5,6,0,0,5,0,0,Matches,Holstein-Kiel,Bundesliga
2618,Marko Ivezić,rs SRB,DF,23-175,18.4,12,0.65,10,0,0,0,1,1,1,0.05,1,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2619,David Zec,si SVN,DF,25-141,17.1,13,0.76,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2620,Phil Harres,de GER,FW,23-062,17.2,22,1.28,14,0,0,4,4,0,5,0.29,1,0,0,2,2,0,Matches,Holstein-Kiel,Bundesliga
2621,Marco Komenda,hr CRO,DF,28-181,14.5,23,1.58,21,0,1,0,0,1,1,0.07,1,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2622,Steven Skrzybski,de GER,"MF,FW",32-189,14.7,51,3.47,34,2,2,8,4,1,5,0.34,4,1,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2623,Alexander Bernhardsson,se SWE,"FW,MF",26-260,14.0,36,2.57,21,5,4,4,1,1,7,0.5,2,0,2,1,1,1,Matches,Holstein-Kiel,Bundesliga
2624,Max Geschwill,de GER,DF,23-323,14.2,24,1.68,18,2,0,2,0,2,2,0.14,1,0,0,0,0,1,Matches,Holstein-Kiel,Bundesliga
2625,Lewis Holtby,de GER,MF,34-250,13.8,37,2.69,19,13,0,1,3,1,3,0.22,1,1,0,0,1,0,Matches,Holstein-Kiel,Bundesliga
2626,Patrick Erras,de GER,DF,30-125,9.2,8,0.87,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2627,Thomas Dähne,de GER,GK,31-142,9.0,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2628,John Tolkin,us USA,"DF,MF",22-299,8.2,20,2.44,11,8,0,0,1,0,2,0.24,0,2,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2629,Benedikt Pichler,at AUT,FW,27-310,8.7,30,3.44,20,1,2,5,2,0,3,0.34,2,0,1,0,0,0,Matches,Holstein-Kiel,Bundesliga
2630,Carl Johansson,se SWE,DF,31-003,6.3,8,1.27,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2631,Tymoteusz Puchacz,pl POL,DF,26-123,4.4,14,3.18,9,5,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2632,Dominik Javorček,sk SVK,"DF,MF",22-205,4.3,7,1.63,4,3,0,0,0,0,2,0.47,1,1,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2633,Jann-Fiete Arp,de GER,"FW,MF",25-140,7.9,33,4.17,18,4,2,3,5,1,3,0.38,1,1,0,1,0,0,Matches,Holstein-Kiel,Bundesliga
2634,Marvin Schulz,de GER,"MF,DF",30-131,3.4,8,2.34,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2635,Andu Kelati,de GER,"MF,DF",22-286,3.2,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2636,Ivan Nekić,hr CRO,DF,24-153,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Holstein-Kiel,Bundesliga
2637,Jonathan Tah,de GER,DF,29-104,33.0,30,0.91,25,0,2,2,1,0,5,0.15,4,0,0,1,0,0,Matches,Bayer-Leverkusen,Bundesliga
2638,Granit Xhaka,ch SUI,MF,32-241,32.1,120,3.74,113,4,0,1,2,0,18,0.56,17,1,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2639,Álex Grimaldo,es ESP,DF,29-248,29.3,129,4.4,72,41,6,7,3,0,11,0.38,5,4,0,1,1,0,Matches,Bayer-Leverkusen,Bundesliga
2640,Lukáš Hrádecký,fi FIN,GK,35-183,29.0,4,0.14,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2641,Edmond Tapsoba,bf BFA,DF,26-113,27.9,34,1.22,29,1,1,2,1,0,6,0.22,6,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2642,Piero Hincapié,ec ECU,DF,23-137,29.7,35,1.18,27,1,0,6,0,1,3,0.1,3,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2643,Florian Wirtz,de GER,"MF,FW",22-023,26.1,148,5.66,107,7,23,6,4,1,26,0.99,18,0,4,3,1,0,Matches,Bayer-Leverkusen,Bundesliga
2644,Jeremie Frimpong,nl NED,"DF,MF",24-167,25.7,66,2.57,53,0,3,4,3,3,11,0.43,7,0,1,1,1,1,Matches,Bayer-Leverkusen,Bundesliga
2645,Patrik Schick,cz CZE,FW,29-122,18.7,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0,Matches,Bayer-Leverkusen,Bundesliga
2646,Robert Andrich,de GER,"MF,DF",30-246,17.8,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0,Matches,Bayer-Leverkusen,Bundesliga
2647,Aleix García,es ESP,MF,27-332,16.2,60,3.71,39,16,0,4,0,1,10,0.62,5,3,0,2,0,0,Matches,Bayer-Leverkusen,Bundesliga
2648,Nathan Tella,ng NGA,"MF,FW",25-325,15.1,32,2.12,23,0,3,4,2,0,7,0.46,6,0,1,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2649,Victor Boniface,ng NGA,FW,24-154,11.2,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2650,Exequiel Palacios,ar ARG,MF,26-233,12.8,47,3.67,41,0,2,1,0,3,9,0.7,8,0,0,1,0,0,Matches,Bayer-Leverkusen,Bundesliga
2651,Nordi Mukiele,fr FRA,DF,27-206,10.0,15,1.5,11,0,2,1,0,1,1,0.1,0,0,0,1,0,0,Matches,Bayer-Leverkusen,Bundesliga
2652,Arthur,br BRA,DF,22-070,8.4,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2653,Martin Terrier,fr FRA,"MF,FW",28-083,6.5,21,3.24,16,1,0,2,2,0,3,0.46,3,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2654,Amine Adli,ma MAR,"MF,FW",25-016,8.5,29,3.41,19,0,2,4,4,0,0,0.0,0,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2655,Matej Kovar,cz CZE,GK,25-009,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2656,Jonas Hofmann,de GER,"MF,DF",32-316,4.0,16,4.04,13,1,0,1,1,0,1,0.25,1,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2657,Mario Hermoso,es ESP,DF,29-342,3.3,5,1.54,2,0,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2658,Emi Buendía,ar ARG,MF,28-152,2.9,12,4.17,6,0,1,3,2,0,1,0.35,0,0,0,1,0,0,Matches,Bayer-Leverkusen,Bundesliga
2659,Jeanuël Belocian,fr FRA,"DF,MF",20-098,0.8,1,1.34,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Bayer-Leverkusen,Bundesliga
2660,Kaishu Sano,jp JPN,MF,24-147,33.8,62,1.83,50,0,3,2,4,3,5,0.15,4,0,0,0,0,1,Matches,Mainz-05,Bundesliga
2661,Anthony Caci,fr FRA,DF,27-329,29.8,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2662,Robin Zentner,de GER,GK,30-210,32.0,8,0.25,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2663,Phillipp Mwene,at AUT,DF,31-117,29.0,63,2.18,51,8,0,1,2,1,10,0.35,8,1,0,0,1,0,Matches,Mainz-05,Bundesliga
2664,Lee Jae-sung,kr KOR,MF,32-289,29.4,73,2.48,64,0,2,2,5,0,14,0.48,11,0,0,1,2,0,Matches,Mainz-05,Bundesliga
2665,Nadiem Amiri,de GER,MF,28-211,27.5,119,4.33,74,30,6,5,3,1,15,0.55,13,0,0,2,0,0,Matches,Mainz-05,Bundesliga
2666,Dominik Kohr,de GER,"DF,MF",31-115,25.5,29,1.14,25,1,1,2,0,0,2,0.08,1,0,0,1,0,0,Matches,Mainz-05,Bundesliga
2667,Jonathan Burkardt,de GER,FW,24-319,23.4,54,2.31,41,0,3,6,4,0,8,0.34,6,0,0,1,1,0,Matches,Mainz-05,Bundesliga
2668,Paul Nebel,de GER,MF,22-228,26.1,84,3.23,57,5,7,4,9,2,6,0.23,5,0,0,0,1,0,Matches,Mainz-05,Bundesliga
2669,Danny da Costa,de GER,DF,31-317,22.3,31,1.39,29,0,1,0,0,1,3,0.13,3,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2670,Moritz Jenz,de GER,DF,26-026,17.8,11,0.62,8,0,0,3,0,0,2,0.11,1,0,0,1,0,0,Matches,Mainz-05,Bundesliga
2671,Stefan Bell,de GER,DF,33-275,16.0,10,0.63,7,0,0,2,0,1,3,0.19,2,0,0,1,0,0,Matches,Mainz-05,Bundesliga
2672,Andreas Hanche-Olsen,no NOR,DF,28-129,14.3,5,0.35,3,0,0,2,0,0,1,0.07,1,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2673,Nelson Weiper,de GER,"FW,MF",20-070,7.8,16,2.05,11,0,2,3,0,0,2,0.26,2,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2674,Maxim Leitsch,de GER,DF,27-008,7.5,7,0.93,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2675,Armindo Sieb,de GER,"FW,MF",22-098,8.5,17,2.0,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0,Matches,Mainz-05,Bundesliga
2676,Hong Hyunseok,kr KOR,MF,25-344,5.9,22,3.73,19,0,1,2,0,0,3,0.51,2,0,0,1,0,0,Matches,Mainz-05,Bundesliga
2677,Silvan Widmer,ch SUI,DF,32-082,5.6,10,1.78,7,2,0,1,0,0,2,0.36,1,1,0,0,0,0,Matches,Mainz-05,Bundesliga
2678,Nikolas Veratschnig,at AUT,"DF,MF",22-122,4.0,9,2.23,6,2,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2679,Lasse Rieß,de GER,GK,23-303,2.0,3,1.5,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2680,Karim Onisiwo,at AUT,"MF,FW",33-070,1.2,2,1.64,1,0,0,0,1,0,1,0.82,0,0,0,0,1,0,Matches,Mainz-05,Bundesliga
2681,Arnaud Nordin,fr FRA,"DF,MF",26-343,0.9,4,4.5,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2682,Aymen Barkok,ma MAR,MF,27-005,0.8,2,2.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2683,Lennard Maloney,us USA,MF,25-230,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2684,Gabriel Vidovic,hr CRO,MF,21-176,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mainz-05,Bundesliga
2685,Péter Gulácsi,hu HUN,GK,35-020,29.2,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2686,Benjamin Šeško,si SVN,"FW,MF",21-360,26.4,51,1.93,31,0,11,7,2,0,9,0.34,4,0,2,2,1,0,Matches,RB-Leipzig,Bundesliga
2687,Loïs Openda,be BEL,"FW,MF",25-099,27.3,66,2.42,41,0,4,10,11,0,10,0.37,5,0,0,2,3,0,Matches,RB-Leipzig,Bundesliga
2688,Willi Orban,hu HUN,DF,32-204,24.7,21,0.85,18,0,0,1,0,2,3,0.12,3,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2689,Xavi Simons,nl NED,MF,22-035,23.9,108,4.52,77,13,3,3,11,1,12,0.5,8,1,1,2,0,0,Matches,RB-Leipzig,Bundesliga
2690,David Raum,de GER,DF,27-034,19.8,73,3.68,42,26,2,1,0,2,7,0.35,3,3,0,1,0,0,Matches,RB-Leipzig,Bundesliga
2691,Nicolas Seiwald,at AUT,"MF,DF",24-022,23.2,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2692,Lukas Klostermann,de GER,DF,28-357,20.4,17,0.83,14,2,0,1,0,0,2,0.1,2,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2693,Christoph Baumgartner,at AUT,MF,25-298,17.9,42,2.35,31,0,3,6,1,1,6,0.34,3,0,1,2,0,0,Matches,RB-Leipzig,Bundesliga
2694,Kevin Kampl,si SVN,MF,34-229,17.7,44,2.49,39,4,1,0,0,0,5,0.28,5,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2695,Castello Lukeba,fr FRA,DF,22-160,17.5,17,0.97,14,1,2,0,0,0,1,0.06,1,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2696,Arthur Vermeeren,be BEL,MF,20-108,17.5,28,1.6,27,0,0,0,0,1,2,0.11,2,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2697,Lutsharel Geertruida,nl NED,DF,24-312,17.3,25,1.45,22,1,0,0,0,2,1,0.06,1,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2698,Antonio Nusa,no NOR,"MF,DF",20-039,17.3,41,2.37,29,0,8,0,4,0,5,0.29,4,0,0,0,1,0,Matches,RB-Leipzig,Bundesliga
2699,Amadou Haidara,ml MLI,MF,27-115,14.7,29,1.98,26,0,0,2,1,0,3,0.2,2,0,0,1,0,0,Matches,RB-Leipzig,Bundesliga
2700,Ridle Baku,de GER,"DF,MF",27-048,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,Matches,RB-Leipzig,Bundesliga
2701,El Chadaille Bitshiabu,fr FRA,DF,20-010,12.6,14,1.11,12,0,1,0,0,1,1,0.08,1,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2702,Benjamin Henrichs,de GER,DF,28-092,10.4,20,1.93,18,1,0,1,0,0,4,0.39,4,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2703,Kosta Nedeljković,rs SRB,DF,19-161,5.3,6,1.13,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2704,Maarten Vandevoordt,be BEL,GK,23-089,4.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2705,Yussuf Poulsen,dk DEN,"FW,MF",30-345,4.2,15,3.57,12,0,0,1,2,0,2,0.48,1,0,0,1,0,0,Matches,RB-Leipzig,Bundesliga
2706,Xaver Schlager,at AUT,MF,27-240,2.0,2,0.99,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2707,Tidiam Gomis,fr FRA,"MF,FW",18-291,1.7,9,5.33,6,0,2,1,0,0,1,0.59,1,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2708,Mohamed Simakan,fr FRA,DF,25-023,0.6,3,5.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2709,André Silva,pt POR,"FW,MF",29-201,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2710,Assan Ouedraogo,de GER,MF,19-017,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2711,Elif Elmas,mk MKD,MF,25-244,0.5,1,2.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2712,Viggo Gebel,de GER,MF,17-185,0.2,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2713,Faik Sakar,de GER,MF,17-132,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,RB-Leipzig,Bundesliga
2714,Hauke Wahl,de GER,DF,31-041,33.0,26,0.79,22,0,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2715,Nikola Vasilj,ba BIH,GK,29-175,33.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2716,Philipp Treu,de GER,"MF,DF",24-174,32.0,69,2.16,50,5,5,4,4,1,5,0.16,3,1,1,0,0,0,Matches,St-Pauli,Bundesliga
2717,Eric Smith,se SWE,"DF,MF",28-138,31.4,66,2.1,33,27,0,4,1,1,2,0.06,2,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2718,Jackson Irvine,au AUS,MF,32-080,29.0,56,1.93,48,0,0,4,1,3,5,0.17,3,0,0,1,0,1,Matches,St-Pauli,Bundesliga
2719,Manolis Saliakas,gr GRE,"MF,DF",28-256,25.7,59,2.29,43,10,1,2,3,0,5,0.19,4,0,0,0,1,0,Matches,St-Pauli,Bundesliga
2720,David Nemeth,at AUT,DF,24-069,23.7,8,0.34,7,1,0,0,0,0,2,0.08,1,1,0,0,0,0,Matches,St-Pauli,Bundesliga
2721,Johannes Eggestein,de GER,FW,27-018,20.6,43,2.09,36,0,0,4,2,1,4,0.19,4,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2722,Morgan Guilavogui,gn GUI,"FW,MF",27-077,20.1,52,2.59,38,0,7,3,2,2,4,0.2,2,0,1,1,0,0,Matches,St-Pauli,Bundesliga
2723,Carlo Boukhalfa,ma MAR,MF,26-023,18.3,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2724,Oladapo Afolayan,eng ENG,"FW,MF",27-103,18.2,52,2.86,28,0,12,7,5,0,6,0.33,3,0,3,0,0,0,Matches,St-Pauli,Bundesliga
2725,Danel Sinani,lu LUX,"FW,MF",28-051,13.9,60,4.32,32,18,1,5,3,1,4,0.29,3,0,0,1,0,0,Matches,St-Pauli,Bundesliga
2726,Noah Weißhaupt,de GER,"FW,MF",23-248,12.9,42,3.26,19,8,4,2,9,0,1,0.08,1,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2727,Lars Ritzka,de GER,"DF,MF",27-019,10.2,12,1.17,11,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2728,Siebe Van Der Heyden,be BEL,"DF,MF",26-361,9.7,8,0.83,6,0,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2729,Karol Mets,ee EST,DF,32-010,10.0,9,0.9,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2730,Elias Saad,tn TUN,"FW,MF",25-150,10.0,35,3.5,20,1,4,4,5,1,4,0.4,1,0,2,1,0,0,Matches,St-Pauli,Bundesliga
2731,James Sands,us USA,"MF,DF",24-324,5.0,7,1.39,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
2732,Robert Wagner,de GER,MF,21-316,4.5,3,0.67,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,St-Pauli,Bundesliga
