,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
0,David Raya,es ESP,GK,29-233,35.0,2,0,0,1,9,0,0,2,0,0,1,0,38,10,0,100.0,Matches,Arsenal,Premier-League
1,William Saliba,fr FRA,DF,24-043,32.3,2,1,0,28,17,1,3,21,36,0,1,0,146,58,35,62.4,Matches,Arsenal,Premier-League
2,Declan Rice,eng ENG,MF,26-112,29.4,7,1,1,20,16,2,157,25,24,0,0,0,143,31,24,56.4,Matches,Arsenal,Premier-League
3,Thomas Partey,gh GHA,"MF,DF",31-327,28.1,4,0,0,40,28,1,12,33,49,0,0,0,123,26,22,54.2,Matches,Arsenal,Premier-League
4,Gabriel Magalhães,br BRA,DF,27-138,26.3,4,0,0,19,19,0,9,16,15,1,0,0,63,53,37,58.9,Matches,Arsenal,Premier-League
5,Jurriën Timber,nl NED,DF,23-323,26.9,7,0,0,31,29,6,28,22,38,0,0,0,94,22,20,52.4,Matches,Arsenal,Premier-League
6,Leandro Trossard,be BEL,FW,30-153,26.2,4,1,1,25,43,6,79,9,17,0,0,0,93,6,22,21.4,Matches,Arsenal,Premier-League
7,Martin Ødegaard,no NOR,MF,26-140,23.7,4,0,0,10,23,1,81,4,11,0,0,0,91,8,7,53.3,Matches,Arsenal,Premier-League
8,Gabriel Martinelli,br BRA,"FW,MF",23-322,22.7,1,0,0,14,20,8,83,4,15,0,0,0,72,15,30,33.3,Matches,Arsenal,Premier-League
9,Kai Havertz,de GER,"FW,MF",25-329,20.4,4,0,0,36,21,14,11,6,9,0,0,0,39,62,73,45.9,Matches,Arsenal,Premier-League
10,Bukayo Saka,eng ENG,"FW,MF",23-243,17.1,3,0,0,14,38,5,110,3,13,1,0,0,65,8,19,29.6,Matches,Arsenal,Premier-League
11,Mikel Merino,es ESP,"MF,FW",28-318,15.8,2,0,0,36,20,7,12,14,22,0,0,0,78,57,52,52.3,Matches,Arsenal,Premier-League
12,Myles Lewis-Skelly,eng ENG,DF,18-222,13.0,2,2,0,10,38,0,8,6,14,0,1,0,45,8,10,44.4,Matches,Arsenal,Premier-League
13,Riccardo Calafiori,it ITA,DF,22-352,10.3,4,0,0,16,6,3,11,9,18,0,0,0,30,22,13,62.9,Matches,Arsenal,Premier-League
14,Ben White,eng ENG,DF,27-210,10.5,2,0,0,8,4,1,10,15,9,0,0,0,26,15,5,75.0,Matches,Arsenal,Premier-League
15,Ethan Nwaneri,eng ENG,"FW,MF",18-046,9.1,1,0,0,8,5,6,51,2,7,0,0,0,33,4,7,36.4,Matches,Arsenal,Premier-League
16,Jorginho,it ITA,MF,33-137,7.8,5,0,0,15,17,0,1,7,4,0,0,0,54,1,6,14.3,Matches,Arsenal,Premier-League
17,Jakub Kiwior,pl POL,DF,25-080,9.5,0,0,0,8,3,1,1,3,7,0,0,0,19,8,7,53.3,Matches,Arsenal,Premier-League
18,Gabriel Jesus,br BRA,FW,28-033,6.8,4,0,0,14,10,9,7,4,6,0,0,0,28,9,18,33.3,Matches,Arsenal,Premier-League
19,Raheem Sterling,eng ENG,"FW,MF",30-149,4.9,1,0,0,12,4,4,14,1,4,0,0,0,14,1,3,25.0,Matches,Arsenal,Premier-League
20,Oleksandr Zinchenko,ua UKR,"DF,MF",28-142,5.1,1,0,0,8,3,1,10,4,1,0,0,0,16,11,11,50.0,Matches,Arsenal,Premier-League
21,Kieran Tierney,sct SCO,"DF,FW",27-335,2.0,0,0,0,0,2,2,10,2,4,0,0,0,3,3,5,37.5,Matches,Arsenal,Premier-League
22,Nathan Butler-Oyedeji,eng ENG,FW,22-122,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Arsenal,Premier-League
23,Takehiro Tomiyasu,jp JPN,DF,26-182,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Arsenal,Premier-League
24,Reiss Nelson,eng ENG,FW,25-147,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches,Arsenal,Premier-League
25,Youri Tielemans,be BEL,MF,27-364,33.3,4,0,0,41,56,0,118,22,57,0,0,0,145,22,18,55.0,Matches,Aston-Villa,Premier-League
26,Emiliano Martínez,ar ARG,GK,32-246,33.0,4,0,0,1,5,0,0,0,3,0,0,0,29,8,1,88.9,Matches,Aston-Villa,Premier-League
27,Morgan Rogers,eng ENG,"FW,MF",22-284,31.7,9,0,0,46,48,2,22,5,18,1,0,0,108,11,43,20.4,Matches,Aston-Villa,Premier-League
28,Ezri Konsa,eng ENG,DF,27-195,29.6,0,0,0,6,42,0,5,21,17,0,0,0,89,31,22,58.5,Matches,Aston-Villa,Premier-League
29,Ollie Watkins,eng ENG,FW,29-127,25.9,2,0,0,27,30,13,7,8,6,2,0,0,39,47,62,43.1,Matches,Aston-Villa,Premier-League
30,Lucas Digne,fr FRA,DF,31-290,25.1,4,0,0,20,14,7,138,25,37,0,0,0,100,35,27,56.5,Matches,Aston-Villa,Premier-League
31,John McGinn,sct SCO,"MF,FW",30-200,22.8,7,0,0,43,67,3,54,14,22,1,0,0,94,16,11,59.3,Matches,Aston-Villa,Premier-League
32,Pau Torres,es ESP,DF,28-110,20.2,1,0,0,8,7,0,1,9,14,0,0,0,54,16,26,38.1,Matches,Aston-Villa,Premier-League
33,Matty Cash,pl POL,DF,27-272,20.0,6,0,0,25,16,1,33,21,27,0,2,0,64,17,19,47.2,Matches,Aston-Villa,Premier-League
34,Jacob Ramsey,eng ENG,"FW,MF",23-343,16.8,2,0,0,12,25,5,10,7,15,1,0,0,77,6,10,37.5,Matches,Aston-Villa,Premier-League
35,Boubacar Kamara,fr FRA,MF,25-164,16.3,2,0,0,25,28,0,1,17,20,0,0,0,73,17,23,42.5,Matches,Aston-Villa,Premier-League
36,Amadou Onana,be BEL,MF,23-263,15.3,4,0,0,30,24,0,1,24,24,0,0,0,66,27,18,60.0,Matches,Aston-Villa,Premier-League
37,Leon Bailey,jm JAM,"FW,MF",27-270,12.6,3,0,0,12,18,3,34,3,4,1,0,0,59,6,9,40.0,Matches,Aston-Villa,Premier-League
38,Tyrone Mings,eng ENG,DF,32-054,11.7,1,0,0,3,9,0,1,7,5,0,0,0,33,26,21,55.3,Matches,Aston-Villa,Premier-League
39,Ian Maatsen,nl NED,DF,23-057,10.6,2,0,0,9,9,3,48,15,15,0,0,0,61,8,6,57.1,Matches,Aston-Villa,Premier-League
40,Diego Carlos,br BRA,DF,32-052,9.2,1,0,0,11,1,1,0,5,3,0,0,0,36,11,10,52.4,Matches,Aston-Villa,Premier-League
41,Marco Asensio,es ESP,"MF,FW",29-105,6.0,1,0,0,8,7,2,23,1,5,0,0,0,22,0,1,0.0,Matches,Aston-Villa,Premier-League
42,Axel Disasi,fr FRA,DF,27-056,5.4,2,0,0,3,2,2,1,5,5,0,0,0,15,8,6,57.1,Matches,Aston-Villa,Premier-League
43,Lamare Bogarde,nl NED,"DF,MF",21-121,5.3,2,0,0,8,11,0,0,1,6,0,0,0,13,6,6,50.0,Matches,Aston-Villa,Premier-League
44,Andrés García,es ESP,"DF,MF",22-088,3.5,0,0,0,1,0,0,18,2,5,0,0,0,15,0,6,0.0,Matches,Aston-Villa,Premier-League
45,Jáder Durán,co COL,FW,21-144,7.1,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50.0,Matches,Aston-Villa,Premier-League
46,Marcus Rashford,eng ENG,FW,27-187,4.9,0,0,0,1,3,1,28,1,7,0,0,0,14,1,8,11.1,Matches,Aston-Villa,Premier-League
47,Ross Barkley,eng ENG,MF,31-152,6.3,3,0,0,8,3,0,1,10,3,0,0,0,41,6,4,60.0,Matches,Aston-Villa,Premier-League
48,Jaden Philogene Bidace,eng ENG,"FW,MF",23-087,3.7,4,1,1,12,8,1,4,3,5,0,0,0,21,0,5,0.0,Matches,Aston-Villa,Premier-League
49,Donyell Malen,nl NED,FW,26-117,3.3,0,0,0,1,4,2,7,0,4,0,0,0,8,4,4,50.0,Matches,Aston-Villa,Premier-League
50,Robin Olsen,se SWE,GK,35-118,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,Aston-Villa,Premier-League
51,Kosta Nedeljković,rs SRB,DF,19-141,1.4,0,0,0,0,1,0,1,0,5,0,0,0,4,0,1,0.0,Matches,Aston-Villa,Premier-League
52,Emi Buendía,ar ARG,"MF,FW",28-132,1.1,1,0,0,4,6,0,0,0,6,0,0,0,8,0,2,0.0,Matches,Aston-Villa,Premier-League
53,Milos Kerkez,hu HUN,DF,21-180,34.2,4,0,0,28,45,1,125,42,26,0,0,0,156,25,47,34.7,Matches,Bournemouth,Premier-League
54,Antoine Semenyo,gh GHA,FW,25-119,32.6,9,0,0,66,36,14,52,10,34,1,0,0,150,61,72,45.9,Matches,Bournemouth,Premier-League
55,Illia Zabarnyi,ua UKR,DF,22-247,31.6,3,1,0,18,6,0,5,38,32,0,0,0,143,72,40,64.3,Matches,Bournemouth,Premier-League
56,Lewis Cook,eng ENG,"MF,DF",28-092,31.3,8,0,0,46,10,3,127,40,42,0,1,0,182,40,34,54.1,Matches,Bournemouth,Premier-League
57,Kepa Arrizabalaga,es ESP,GK,30-215,28.0,3,0,0,2,5,0,0,0,0,0,2,0,52,7,1,87.5,Matches,Bournemouth,Premier-League
58,Justin Kluivert,nl NED,"MF,FW",26-001,24.0,8,0,0,42,29,5,80,13,9,1,0,0,73,7,25,21.9,Matches,Bournemouth,Premier-League
59,Ryan Christie,sct SCO,MF,30-073,23.5,9,0,0,43,31,1,48,30,33,0,0,0,182,20,28,41.7,Matches,Bournemouth,Premier-League
60,Evanilson,br BRA,FW,25-212,22.9,1,1,0,33,45,17,0,0,10,5,0,0,59,39,58,40.2,Matches,Bournemouth,Premier-League
61,Dean Huijsen,es ESP,DF,20-022,24.8,8,0,0,29,10,2,12,49,23,0,0,0,96,64,41,61.0,Matches,Bournemouth,Premier-League
62,Dango Ouattara,bf BFA,FW,23-084,22.3,3,0,0,16,19,14,88,11,26,0,0,0,92,45,63,41.7,Matches,Bournemouth,Premier-League
63,Tyler Adams,us USA,MF,26-081,19.0,7,0,0,41,19,0,3,32,46,0,1,0,100,29,17,63.0,Matches,Bournemouth,Premier-League
64,Marcus Tavernier,eng ENG,"FW,MF",26-045,18.6,5,0,0,28,23,4,91,5,24,0,0,0,101,25,31,44.6,Matches,Bournemouth,Premier-League
65,Adam Smith,eng ENG,DF,34-007,15.7,6,0,0,15,11,0,30,14,10,0,0,0,43,12,13,48.0,Matches,Bournemouth,Premier-League
66,Marcos Senesi,ar ARG,DF,27-361,11.3,5,0,0,19,7,0,10,11,21,0,0,0,67,23,27,46.0,Matches,Bournemouth,Premier-League
67,David Brooks,wls WAL,"FW,MF",27-302,9.2,3,0,0,8,15,0,44,5,4,0,0,0,44,7,10,41.2,Matches,Bournemouth,Premier-League
68,Alex Scott,eng ENG,MF,21-258,7.9,2,0,0,13,26,0,6,10,13,0,0,0,50,7,7,50.0,Matches,Bournemouth,Premier-League
69,James Hill,eng ENG,DF,23-116,5.0,1,0,0,7,5,0,10,9,8,0,0,0,13,14,12,53.8,Matches,Bournemouth,Premier-League
70,Julian Araujo,mx MEX,DF,23-266,4.7,1,0,0,5,1,0,6,6,3,0,0,0,28,2,7,22.2,Matches,Bournemouth,Premier-League
71,Mark Travers,ie IRL,GK,25-353,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,Matches,Bournemouth,Premier-League
72,Enes Ünal,tr TUR,"FW,MF",27-361,3.8,2,0,0,6,9,1,4,0,0,0,0,0,16,24,22,52.2,Matches,Bournemouth,Premier-League
73,Neto,br BRA,GK,35-291,2.0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,,Matches,Bournemouth,Premier-League
74,Luis Sinisterra,co COL,"FW,MF",25-323,2.6,0,0,0,4,2,1,7,1,2,0,0,0,17,3,7,30.0,Matches,Bournemouth,Premier-League
75,Philip Billing,dk DEN,MF,28-329,2.0,1,0,0,3,2,0,10,5,5,0,0,0,14,6,4,60.0,Matches,Bournemouth,Premier-League
76,Max Aarons,eng ENG,DF,25-122,1.0,0,0,0,0,2,0,2,1,2,0,0,0,7,0,0,,Matches,Bournemouth,Premier-League
77,Daniel Jebbison,eng ENG,FW,21-266,0.9,1,0,0,2,2,0,1,1,2,0,0,0,8,2,9,18.2,Matches,Bournemouth,Premier-League
78,Ben Winterburn,eng ENG,"FW,MF",20-244,0.3,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,100.0,Matches,Bournemouth,Premier-League
79,Julio Soler,ar ARG,FW,20-079,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches,Bournemouth,Premier-League
80,Remy Rees-Dottin,eng ENG,FW,19-061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Bournemouth,Premier-League
81,Zain Silcott-Duberry,ms MSR,FW,19-301,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches,Bournemouth,Premier-League
82,Nathan Collins,ie IRL,DF,24-006,35.0,5,0,0,24,28,6,7,32,22,2,0,0,149,112,60,65.1,Matches,Brentford,Premier-League
83,Bryan Mbeumo,cm CMR,FW,25-272,34.9,3,0,0,23,43,11,182,14,29,0,0,0,143,34,69,33.0,Matches,Brentford,Premier-League
84,Mark Flekken,nl NED,GK,31-327,33.4,1,0,0,0,3,0,0,0,4,0,0,0,37,4,0,100.0,Matches,Brentford,Premier-League
85,Keane Lewis-Potter,eng ENG,"DF,FW",24-073,31.5,6,0,0,16,29,4,71,19,26,1,0,0,136,26,34,43.3,Matches,Brentford,Premier-League
86,Mikkel Damsgaard,dk DEN,"MF,FW",24-307,29.5,2,0,0,18,27,6,130,26,43,0,0,0,159,12,25,32.4,Matches,Brentford,Premier-League
87,Yoane Wissa,cd COD,FW,28-245,29.4,2,0,0,28,47,14,20,8,12,1,0,0,67,29,34,46.0,Matches,Brentford,Premier-League
88,Christian Nørgaard,dk DEN,MF,31-057,28.3,6,1,0,41,28,1,15,45,45,0,0,0,179,44,29,60.3,Matches,Brentford,Premier-League
89,Vitaly Janelt,de GER,MF,26-361,25.0,3,0,0,24,15,1,30,27,22,0,0,2,107,19,11,63.3,Matches,Brentford,Premier-League
90,Sepp van den Berg,nl NED,DF,23-137,25.7,2,0,0,20,5,1,7,20,22,1,0,0,87,84,66,56.0,Matches,Brentford,Premier-League
91,Kevin Schade,de GER,FW,23-160,23.0,3,0,0,20,33,13,36,5,23,0,0,0,78,81,65,55.5,Matches,Brentford,Premier-League
92,Ethan Pinnock,jm JAM,DF,31-342,21.3,2,0,0,8,4,0,9,24,19,0,1,1,50,63,43,59.4,Matches,Brentford,Premier-League
93,Kristoffer Ajer,no NOR,DF,27-019,15.6,5,0,0,12,6,1,14,12,17,0,0,0,42,27,22,55.1,Matches,Brentford,Premier-League
94,Yehor Yarmoliuk,ua UKR,MF,21-066,13.3,5,0,0,13,9,2,16,10,24,0,0,0,92,8,7,53.3,Matches,Brentford,Premier-League
95,Mads Roerslev,dk DEN,DF,25-316,12.2,2,0,0,6,10,0,31,4,8,0,0,0,39,10,14,41.7,Matches,Brentford,Premier-League
96,Mathias Jensen,dk DEN,MF,29-125,9.1,2,0,0,7,10,0,31,8,9,0,0,0,45,8,5,61.5,Matches,Brentford,Premier-League
97,Fabio Carvalho,pt POR,"FW,MF",22-249,5.1,1,0,0,5,10,1,10,3,9,0,0,0,30,2,6,25.0,Matches,Brentford,Premier-League
98,Michael Kayode,it ITA,DF,20-300,3.2,1,0,0,5,2,0,7,4,8,0,0,0,22,2,1,66.7,Matches,Brentford,Premier-League
99,Ben Mee,eng ENG,DF,35-227,2.0,2,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50.0,Matches,Brentford,Premier-League
100,Hákon Rafn Valdimarsson,is ISL,GK,23-205,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Brentford,Premier-League
101,Thiago,br BRA,FW,23-314,1.6,0,0,0,3,3,1,1,2,2,0,0,0,10,6,4,60.0,Matches,Brentford,Premier-League
102,Edmond-Paris Maghoma,eng ENG,"MF,FW",23-363,1.3,0,0,0,2,4,0,3,1,1,0,0,0,7,1,3,25.0,Matches,Brentford,Premier-League
103,Rico Henry,eng ENG,DF,27-302,0.9,0,0,0,1,1,0,0,1,0,0,0,0,4,1,1,50.0,Matches,Brentford,Premier-League
104,Yunus Emre Konak,tr TUR,"FW,MF",19-116,0.5,0,0,0,3,1,0,0,0,4,0,0,0,2,5,8,38.5,Matches,Brentford,Premier-League
105,Kim Jisoo,kr KOR,DF,20-133,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,Brentford,Premier-League
106,Frank Onyeka,ng NGA,MF,27-125,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,Matches,Brentford,Premier-League
107,Gustavo Nunes,br BRA,"FW,MF",19-167,0.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,Matches,Brentford,Premier-League
108,Jayden Meghoma,eng ENG,DF,18-312,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Brentford,Premier-League
109,Ryan Trevitt,eng ENG,MF,22-055,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches,Brentford,Premier-League
110,Bart Verbruggen,nl NED,GK,22-261,33.0,5,0,0,0,2,0,0,0,0,0,0,0,58,10,1,90.9,Matches,Brighton-and-Hove-Albion,Premier-League
111,Jan Paul van Hecke,nl NED,DF,24-332,29.9,8,1,1,23,23,0,11,23,26,0,0,0,120,78,48,61.9,Matches,Brighton-and-Hove-Albion,Premier-League
112,Kaoru Mitoma,jp JPN,"FW,MF",27-351,28.0,1,0,0,39,23,5,72,13,26,0,0,0,92,24,27,47.1,Matches,Brighton-and-Hove-Albion,Premier-League
113,Carlos Baleba,cm CMR,MF,21-123,26.7,8,1,1,38,44,0,8,40,41,0,2,0,176,38,24,61.3,Matches,Brighton-and-Hove-Albion,Premier-League
114,Pervis Estupiñán,ec ECU,DF,27-105,24.7,5,0,0,33,17,3,114,34,39,0,0,0,136,43,26,62.3,Matches,Brighton-and-Hove-Albion,Premier-League
115,Lewis Dunk,eng ENG,DF,33-166,23.1,5,0,0,7,11,2,5,13,10,0,0,1,104,51,31,62.2,Matches,Brighton-and-Hove-Albion,Premier-League
116,João Pedro,br BRA,"FW,MF",23-222,21.6,4,1,0,26,46,2,22,9,12,3,1,0,59,41,43,48.8,Matches,Brighton-and-Hove-Albion,Premier-League
117,Danny Welbeck,eng ENG,FW,34-161,21.6,5,0,0,11,22,4,3,5,14,0,0,0,40,15,29,34.1,Matches,Brighton-and-Hove-Albion,Premier-League
118,Jack Hinshelwood,eng ENG,"DF,MF",20-025,19.4,5,0,0,16,7,0,26,15,18,0,0,0,58,19,15,55.9,Matches,Brighton-and-Hove-Albion,Premier-League
119,Yasin Ayari,se SWE,MF,21-212,19.5,3,0,0,33,23,3,64,20,29,0,1,0,107,14,20,41.2,Matches,Brighton-and-Hove-Albion,Premier-League
120,Joël Veltman,nl NED,DF,33-111,18.5,4,0,0,27,42,0,23,18,28,0,1,0,68,21,18,53.8,Matches,Brighton-and-Hove-Albion,Premier-League
121,Georginio Rutter,fr FRA,"MF,FW",23-016,18.4,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2,Matches,Brighton-and-Hove-Albion,Premier-League
122,Yankuba Minteh,gm GAM,"FW,MF",20-288,17.6,6,0,0,20,10,4,76,11,32,0,0,0,75,16,32,33.3,Matches,Brighton-and-Hove-Albion,Premier-League
123,Simon Adingra,ci CIV,"FW,MF",23-125,10.6,0,0,0,11,3,2,35,8,14,0,0,0,41,6,3,66.7,Matches,Brighton-and-Hove-Albion,Premier-League
124,Matt O'Riley,dk DEN,MF,24-166,9.4,1,0,0,13,12,1,43,13,9,1,0,1,24,5,7,41.7,Matches,Brighton-and-Hove-Albion,Premier-League
125,Igor,br BRA,DF,27-088,10.0,4,0,0,9,6,0,2,4,4,0,0,0,40,8,6,57.1,Matches,Brighton-and-Hove-Albion,Premier-League
126,Tariq Lamptey,gh GHA,DF,24-218,8.9,0,0,0,13,10,0,25,6,10,0,1,0,36,1,13,7.1,Matches,Brighton-and-Hove-Albion,Premier-League
127,Adam Webster,eng ENG,DF,30-122,6.9,0,0,0,5,2,1,1,14,5,0,1,0,20,17,4,81.0,Matches,Brighton-and-Hove-Albion,Premier-League
128,Mats Wieffer,nl NED,"MF,DF",25-171,8.3,5,0,0,20,6,1,7,13,22,0,0,0,57,25,19,56.8,Matches,Brighton-and-Hove-Albion,Premier-League
129,Brajan Gruda,de GER,"FW,MF",20-340,5.6,0,0,0,6,9,1,18,2,6,0,0,0,19,3,4,42.9,Matches,Brighton-and-Hove-Albion,Premier-League
130,Ferdi Kadioglu,tr TUR,"DF,MF",25-211,4.3,1,0,0,5,3,1,9,8,6,0,0,0,14,3,1,75.0,Matches,Brighton-and-Hove-Albion,Premier-League
131,Diego Gómez,py PAR,MF,22-040,4.9,0,0,0,7,2,1,9,7,10,0,0,0,30,8,4,66.7,Matches,Brighton-and-Hove-Albion,Premier-League
132,James Milner,eng ENG,MF,39-122,1.9,1,0,0,3,1,0,8,2,2,0,0,0,2,0,1,0.0,Matches,Brighton-and-Hove-Albion,Premier-League
133,Julio Enciso,py PAR,"MF,FW",21-103,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5,Matches,Brighton-and-Hove-Albion,Premier-League
134,Evan Ferguson,ie IRL,FW,20-199,2.7,0,0,0,3,1,0,0,0,3,0,0,0,10,4,9,30.8,Matches,Brighton-and-Hove-Albion,Premier-League
135,Jason Steele,eng ENG,GK,34-261,2.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0,Matches,Brighton-and-Hove-Albion,Premier-League
136,Solly March,eng ENG,"FW,MF",30-290,1.9,2,0,0,2,2,3,20,2,3,0,0,0,7,1,2,33.3,Matches,Brighton-and-Hove-Albion,Premier-League
137,Billy Gilmour,sct SCO,MF,23-329,1.1,0,0,0,2,3,0,1,0,3,0,0,0,5,0,0,,Matches,Brighton-and-Hove-Albion,Premier-League
138,Eiran Cashin,ie IRL,DF,23-178,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,66.7,Matches,Brighton-and-Hove-Albion,Premier-League
139,Jakub Moder,pl POL,MF,26-029,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches,Brighton-and-Hove-Albion,Premier-League
140,Jeremy Sarmiento,ec ECU,MF,22-324,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Brighton-and-Hove-Albion,Premier-League
141,Moisés Caicedo,ec ECU,"MF,DF",23-185,34.2,10,0,0,62,55,0,9,49,64,2,1,0,203,33,15,68.8,Matches,Chelsea,Premier-League
142,Cole Palmer,eng ENG,MF,23-000,32.5,6,0,0,13,57,6,134,11,17,1,0,0,100,1,7,12.5,Matches,Chelsea,Premier-League
143,Levi Colwill,eng ENG,DF,22-069,32.0,8,0,0,42,19,4,13,32,30,0,1,0,110,76,51,59.8,Matches,Chelsea,Premier-League
144,Marc Cucurella,es ESP,DF,26-288,30.2,10,1,1,34,33,3,29,25,39,0,0,0,119,30,51,37.0,Matches,Chelsea,Premier-League
145,Enzo Fernández,ar ARG,MF,24-109,29.7,7,0,0,47,48,1,105,13,32,0,0,0,147,14,28,33.3,Matches,Chelsea,Premier-League
146,Robert Sánchez,es ESP,GK,27-169,29.0,5,0,0,2,4,0,0,2,0,0,2,0,41,9,0,100.0,Matches,Chelsea,Premier-League
147,Nicolas Jackson,sn SEN,FW,23-320,24.3,7,0,0,33,29,23,3,3,13,0,0,0,48,19,36,34.5,Matches,Chelsea,Premier-League
148,Noni Madueke,eng ENG,FW,23-057,20.1,3,0,0,20,24,5,58,8,15,0,0,0,72,10,16,38.5,Matches,Chelsea,Premier-League
149,Pedro Neto,pt POR,FW,25-058,22.4,8,0,0,19,29,3,133,9,9,0,0,0,71,10,26,27.8,Matches,Chelsea,Premier-League
150,Malo Gusto,fr FRA,DF,21-352,20.4,4,0,0,20,19,2,51,23,28,0,0,0,116,8,15,34.8,Matches,Chelsea,Premier-League
151,Jadon Sancho,eng ENG,FW,25-042,18.7,2,0,0,6,11,6,23,2,6,2,0,0,97,5,10,33.3,Matches,Chelsea,Premier-League
152,Wesley Fofana,fr FRA,DF,24-140,13.0,7,0,0,24,16,0,1,14,12,0,0,0,54,27,12,69.2,Matches,Chelsea,Premier-League
153,Tosin Adarabioyo,eng ENG,DF,27-224,13.7,3,0,0,8,6,1,0,10,10,0,0,0,34,36,26,58.1,Matches,Chelsea,Premier-League
154,Reece James,eng ENG,"DF,MF",25-149,9.3,1,0,0,6,10,0,38,12,9,0,0,0,55,21,6,77.8,Matches,Chelsea,Premier-League
155,Trevoh Chalobah,eng ENG,DF,25-305,9.3,2,0,0,8,7,0,3,9,6,0,0,0,26,23,11,67.6,Matches,Chelsea,Premier-League
156,Roméo Lavia,be BEL,MF,21-120,7.6,4,0,0,13,5,0,0,14,13,0,1,0,35,10,2,83.3,Matches,Chelsea,Premier-League
157,Christopher Nkunku,fr FRA,FW,27-173,10.2,2,0,0,16,11,3,4,7,8,0,0,0,29,16,22,42.1,Matches,Chelsea,Premier-League
158,Filip Jørgensen,dk DEN,GK,23-020,6.0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,,Matches,Chelsea,Premier-League
159,Axel Disasi,fr FRA,DF,27-056,4.0,1,0,0,2,0,0,0,2,4,0,0,0,15,5,2,71.4,Matches,Chelsea,Premier-League
160,João Félix,pt POR,"FW,MF",25-177,4.1,2,0,0,6,17,1,0,3,3,0,0,0,22,4,5,44.4,Matches,Chelsea,Premier-League
161,Benoît Badiashile,fr FRA,DF,24-041,3.7,0,0,0,6,2,0,0,6,6,0,0,0,18,8,2,80.0,Matches,Chelsea,Premier-League
162,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",26-242,2.9,0,0,0,4,6,0,2,1,5,0,0,0,9,0,1,0.0,Matches,Chelsea,Premier-League
163,Joshua Acheampong,eng ENG,DF,19-001,1.9,1,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3,Matches,Chelsea,Premier-League
164,Renato Veiga,pt POR,"DF,MF",21-281,2.0,2,0,0,6,1,1,0,1,6,0,0,0,9,3,3,50.0,Matches,Chelsea,Premier-League
165,Mykhailo Mudryk,ua UKR,FW,24-121,1.7,0,0,0,2,2,1,7,0,2,0,0,0,9,2,4,33.3,Matches,Chelsea,Premier-League
166,Tyrique George,eng ENG,FW,19-091,1.1,1,0,0,2,0,1,3,1,0,0,0,0,3,0,3,0.0,Matches,Chelsea,Premier-League
167,Marc Guiu,es ESP,FW,19-122,0.8,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches,Chelsea,Premier-League
168,Mathis Amougou,fr FRA,MF,19-108,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,Chelsea,Premier-League
169,Shumaira Mheuka,eng ENG,MF,17-198,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Chelsea,Premier-League
170,Dean Henderson,eng ENG,GK,28-055,35.0,3,0,0,0,1,0,0,0,1,0,0,0,25,11,1,91.7,Matches,Crystal-Palace,Premier-League
171,Tyrick Mitchell,eng ENG,DF,25-247,32.7,2,0,0,20,24,2,100,14,53,1,0,0,156,18,21,46.2,Matches,Crystal-Palace,Premier-League
