,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
172,Daniel Muñoz,co COL,DF,28-345,32.9,10,0,0,49,19,13,68,40,73,0,0,0,154,57,75,43.2,Matches,Crystal-Palace,Premier-League
173,Marc Guéhi,eng ENG,DF,24-297,33.0,9,1,1,23,26,1,13,25,31,0,0,3,137,68,57,54.4,Matches,Crystal-Palace,Premier-League
174,Maxence Lacroix,fr FRA,DF,25-030,31.6,5,0,0,33,18,1,6,52,40,0,1,0,123,58,46,55.8,Matches,Crystal-Palace,Premier-League
175,Jean-Philippe Mateta,fr FRA,FW,27-312,28.0,2,0,0,27,27,17,25,2,12,0,0,0,64,60,99,37.7,Matches,Crystal-Palace,Premier-League
176,Eberechi Eze,eng ENG,"MF,FW",26-311,27.0,1,0,0,11,49,9,103,11,22,0,0,0,133,7,37,15.9,Matches,Crystal-Palace,Premier-League
177,Ismaila Sarr,sn SEN,"MF,FW",27-070,27.6,4,0,0,13,53,11,55,8,10,1,0,0,102,32,46,41.0,Matches,Crystal-Palace,Premier-League
178,Jefferson Lerma,co COL,"MF,DF",30-193,22.6,8,0,0,34,36,0,11,37,15,0,0,0,139,39,39,50.0,Matches,Crystal-Palace,Premier-League
179,Will Hughes,eng ENG,MF,30-019,21.1,11,0,0,60,30,0,68,19,33,0,1,0,110,17,17,50.0,Matches,Crystal-Palace,Premier-League
180,Chris Richards,us USA,DF,25-039,18.4,4,1,1,11,4,1,3,14,28,1,0,0,49,38,38,50.0,Matches,Crystal-Palace,Premier-League
181,Adam Wharton,eng ENG,MF,20-338,14.6,2,0,0,12,21,0,39,20,14,0,0,0,102,7,16,30.4,Matches,Crystal-Palace,Premier-League
182,Daichi Kamada,jp JPN,MF,28-274,15.8,4,1,0,27,19,2,29,16,27,0,0,0,72,3,13,18.8,Matches,Crystal-Palace,Premier-League
183,Trevoh Chalobah,eng ENG,DF,25-305,11.8,1,0,0,10,15,1,7,19,16,0,0,0,56,22,19,53.7,Matches,Crystal-Palace,Premier-League
184,Eddie Nketiah,eng ENG,"FW,MF",25-341,9.9,6,1,1,26,24,4,5,2,6,1,0,0,22,18,32,36.0,Matches,Crystal-Palace,Premier-League
185,Nathaniel Clyne,eng ENG,"DF,MF",34-031,5.4,1,0,0,2,2,0,7,3,8,0,0,0,10,1,7,12.5,Matches,Crystal-Palace,Premier-League
186,Cheick Doucouré,ml MLI,MF,25-118,5.0,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50.0,Matches,Crystal-Palace,Premier-League
187,Justin Devenny,nir NIR,MF,21-207,4.8,1,0,0,7,0,1,17,0,9,0,0,0,21,2,13,13.3,Matches,Crystal-Palace,Premier-League
188,Odsonne Édouard,fr FRA,"MF,FW",27-110,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0,Matches,Crystal-Palace,Premier-League
189,Joachim Andersen,dk DEN,DF,28-340,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0,Matches,Crystal-Palace,Premier-League
190,Chadi Riad,ma MAR,DF,21-323,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3,Matches,Crystal-Palace,Premier-League
191,Ben Chilwell,eng ENG,DF,28-136,1.5,1,0,0,2,2,2,3,4,4,0,0,0,12,3,3,50.0,Matches,Crystal-Palace,Premier-League
192,Jeffrey Schlupp,gh GHA,"MF,DF",32-134,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9,Matches,Crystal-Palace,Premier-League
193,Romain Esse,eng ENG,MF,19-358,0.4,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,100.0,Matches,Crystal-Palace,Premier-League
194,Matheus França,br BRA,"FW,MF",21-035,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches,Crystal-Palace,Premier-League
195,Jordan Ayew,gh GHA,"FW,MF",33-237,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches,Crystal-Palace,Premier-League
196,Caleb Kporha,eng ENG,DF,18-295,0.1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0,Matches,Crystal-Palace,Premier-League
197,Asher Agbinone,eng ENG,MF,19-220,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,Matches,Crystal-Palace,Premier-League
198,Joel Ward,eng ENG,DF,35-189,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Crystal-Palace,Premier-League
199,Jordan Pickford,eng ENG,GK,31-060,35.0,7,0,0,0,7,0,0,1,0,0,0,0,31,4,1,80.0,Matches,Everton,Premier-League
200,James Tarkowski,eng ENG,DF,32-168,32.5,6,0,0,35,28,2,1,41,40,0,1,0,98,102,33,75.6,Matches,Everton,Premier-League
201,Vitaliy Mykolenko,ua UKR,DF,25-342,31.2,3,0,0,20,28,3,91,37,33,0,1,0,79,46,36,56.1,Matches,Everton,Premier-League
202,Idrissa Gana Gueye,sn SEN,MF,35-222,31.0,8,0,0,51,41,0,7,44,74,0,0,0,180,23,15,60.5,Matches,Everton,Premier-League
203,Abdoulaye Doucouré,ml MLI,MF,32-125,26.9,5,1,1,46,5,10,23,9,27,0,0,0,139,29,43,40.3,Matches,Everton,Premier-League
204,Iliman Ndiaye,sn SEN,FW,25-061,25.0,3,0,0,24,47,5,38,17,25,0,0,0,163,6,19,24.0,Matches,Everton,Premier-League
205,Jarrad Branthwaite,eng ENG,DF,22-313,26.1,4,0,0,10,17,1,5,23,20,0,0,0,84,53,38,58.2,Matches,Everton,Premier-League
206,Jack Harrison,eng ENG,FW,28-167,21.1,0,0,0,13,26,4,118,9,21,1,0,0,65,4,26,13.3,Matches,Everton,Premier-League
207,Dominic Calvert-Lewin,eng ENG,FW,28-051,17.6,2,0,0,27,23,27,6,6,7,0,0,0,32,84,80,51.2,Matches,Everton,Premier-League
208,Ashley Young,eng ENG,"DF,FW",39-301,18.0,6,1,0,25,18,0,66,23,29,0,0,0,61,10,11,47.6,Matches,Everton,Premier-League
209,Jake O'Brien,ie IRL,DF,23-356,15.5,5,0,0,13,4,3,18,4,16,0,0,0,51,33,27,55.0,Matches,Everton,Premier-League
210,Jesper Lindstrøm,dk DEN,FW,25-066,13.8,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3,Matches,Everton,Premier-League
211,James Garner,eng ENG,"MF,DF",24-054,14.7,3,0,0,18,14,0,52,17,27,0,0,0,64,10,8,55.6,Matches,Everton,Premier-League
212,Dwight McNeil,eng ENG,"MF,FW",25-165,14.0,1,0,0,6,14,1,97,5,6,0,0,0,71,3,15,16.7,Matches,Everton,Premier-League
213,Orel Mangala,be BEL,MF,27-049,14.0,2,0,0,24,17,2,6,21,8,0,0,0,49,6,8,42.9,Matches,Everton,Premier-League
214,Beto,gw GNB,FW,27-095,14.1,2,0,0,30,18,14,3,3,6,0,0,0,30,78,92,45.9,Matches,Everton,Premier-League
215,Michael Keane,eng ENG,DF,32-115,9.5,5,0,0,9,0,0,1,10,7,0,0,0,24,20,14,58.8,Matches,Everton,Premier-League
216,Carlos Alcaraz,ar ARG,"FW,MF",22-157,6.4,4,0,0,10,9,1,10,4,5,0,0,0,29,12,6,66.7,Matches,Everton,Premier-League
217,Tim Iroegbunam,eng ENG,MF,21-310,6.3,4,0,0,15,12,0,1,15,13,0,0,0,48,11,4,73.3,Matches,Everton,Premier-League
218,Armando Broja,al ALB,FW,23-238,3.7,1,0,0,6,4,3,1,1,1,0,0,0,9,18,21,46.2,Matches,Everton,Premier-League
219,Nathan Patterson,sct SCO,DF,23-202,3.9,1,0,0,6,1,0,14,2,6,0,0,0,12,1,7,12.5,Matches,Everton,Premier-League
220,Séamus Coleman,ie IRL,DF,36-207,2.2,1,0,0,0,1,0,3,1,1,0,0,0,7,1,1,50.0,Matches,Everton,Premier-League
221,Roman Dixon,eng ENG,DF,20-131,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0,Matches,Everton,Premier-League
222,Harrison Armstrong,eng ENG,MF,18-107,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0,Matches,Everton,Premier-League
223,Youssef Chermiti,pt POR,"FW,MF",20-347,0.5,1,0,0,1,1,2,1,0,0,0,0,0,0,2,1,66.7,Matches,Everton,Premier-League
224,Mason Holgate,eng ENG,"FW,DF",28-196,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Everton,Premier-League
225,Bernd Leno,de GER,GK,33-063,35.0,4,0,0,0,3,0,0,0,2,0,0,0,48,9,0,100.0,Matches,Fulham,Premier-League
226,Antonee Robinson,us USA,DF,27-271,33.2,8,0,0,31,17,6,165,57,57,0,0,0,148,45,25,64.3,Matches,Fulham,Premier-League
227,Alex Iwobi,ng NGA,"FW,MF",29-003,31.1,1,0,0,17,17,5,120,13,23,0,0,0,126,6,31,16.2,Matches,Fulham,Premier-League
228,Calvin Bassey,ng NGA,DF,25-126,32.2,7,0,0,26,31,2,7,18,33,0,0,0,156,40,31,56.3,Matches,Fulham,Premier-League
229,Raúl Jiménez,mx MEX,FW,34-001,24.7,4,0,0,37,37,14,22,10,23,1,0,0,74,78,90,46.4,Matches,Fulham,Premier-League
230,Joachim Andersen,dk DEN,DF,28-340,25.7,5,1,0,15,17,0,10,30,17,0,0,1,107,63,36,63.6,Matches,Fulham,Premier-League
231,Saša Lukić,rs SRB,MF,28-266,24.1,12,0,0,62,26,0,55,26,37,0,0,0,107,18,24,42.9,Matches,Fulham,Premier-League
232,Sander Berge,no NOR,MF,27-081,23.2,5,0,0,29,8,0,3,20,28,0,0,0,118,27,20,57.4,Matches,Fulham,Premier-League
233,Emile Smith Rowe,eng ENG,MF,24-282,21.0,2,0,0,18,12,4,13,11,18,0,0,0,69,6,17,26.1,Matches,Fulham,Premier-League
234,Andreas Pereira,br BRA,MF,29-125,20.9,7,0,0,27,23,1,168,8,12,1,0,0,97,12,21,36.4,Matches,Fulham,Premier-League
235,Kenny Tete,nl NED,DF,29-209,16.7,4,0,0,28,14,1,29,29,34,0,0,0,65,18,12,60.0,Matches,Fulham,Premier-League
236,Timothy Castagne,be BEL,DF,29-152,18.3,1,0,0,15,6,1,37,22,29,0,1,0,57,34,35,49.3,Matches,Fulham,Premier-League
237,Adama Traoré,es ESP,"FW,MF",29-101,17.7,3,0,0,20,29,1,92,1,12,0,0,0,78,24,26,48.0,Matches,Fulham,Premier-League
238,Issa Diop,fr FRA,DF,28-117,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5,Matches,Fulham,Premier-League
239,Harry Wilson,wls WAL,"FW,MF",28-045,11.1,2,0,0,10,20,1,38,5,9,1,0,0,50,4,18,18.2,Matches,Fulham,Premier-League
240,Rodrigo Muniz,br BRA,FW,24-002,10.7,1,0,0,11,31,3,1,5,5,0,0,0,14,67,63,51.5,Matches,Fulham,Premier-League
241,Ryan Sessegnon,eng ENG,"FW,DF",24-353,5.2,1,0,0,16,4,1,13,3,11,0,0,0,25,8,10,44.4,Matches,Fulham,Premier-League
242,Reiss Nelson,eng ENG,FW,25-147,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0,Matches,Fulham,Premier-League
243,Jorge Cuenca,es ESP,DF,25-170,2.9,0,0,0,2,2,0,1,2,2,0,0,0,9,6,3,66.7,Matches,Fulham,Premier-League
244,Tom Cairney,sct SCO,MF,34-106,5.5,3,1,0,8,17,0,17,4,5,0,0,0,44,4,8,33.3,Matches,Fulham,Premier-League
245,Willian,br BRA,"FW,MF",36-270,2.7,0,0,0,1,0,0,13,1,1,0,0,0,14,1,2,33.3,Matches,Fulham,Premier-League
246,Joshua King,eng ENG,"MF,FW",18-123,0.9,0,0,0,2,2,0,1,1,3,0,0,0,3,0,0,,Matches,Fulham,Premier-League
247,Harrison Reed,eng ENG,MF,30-099,1.2,2,0,0,6,2,0,6,1,3,0,1,0,10,1,2,33.3,Matches,Fulham,Premier-League
248,Martial Godo,eng ENG,FW,22-053,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,Matches,Fulham,Premier-League
249,Carlos Vinícius,br BRA,"MF,FW",30-042,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches,Fulham,Premier-League
250,Jay Stansfield,eng ENG,MF,22-163,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,Fulham,Premier-League
251,Dara O'Shea,ie IRL,DF,26-063,31.7,6,0,0,18,22,3,7,31,30,0,0,0,101,103,79,56.6,Matches,Ipswich-Town,Premier-League
252,Liam Delap,eng ENG,FW,22-087,27.7,10,0,0,67,50,13,5,2,7,2,0,0,66,53,69,43.4,Matches,Ipswich-Town,Premier-League
253,Leif Davis,eng ENG,DF,25-114,28.5,5,1,0,25,30,3,148,25,26,0,2,0,111,33,22,60.0,Matches,Ipswich-Town,Premier-League
254,Sam Morsy,eg EGY,MF,33-238,27.6,10,0,0,45,24,0,12,28,36,0,1,1,138,17,23,42.5,Matches,Ipswich-Town,Premier-League
255,Omari Hutchinson,eng ENG,"MF,FW",21-188,25.7,5,0,0,29,36,4,60,10,12,0,0,0,96,6,24,20.0,Matches,Ipswich-Town,Premier-League
256,Jens Cajuste,se SWE,MF,25-269,19.8,2,0,0,21,21,0,9,25,19,0,0,0,99,12,21,36.4,Matches,Ipswich-Town,Premier-League
257,Jacob Greaves,eng ENG,DF,24-236,21.5,5,0,0,12,19,1,1,18,19,0,0,0,48,65,38,63.1,Matches,Ipswich-Town,Premier-League
258,Arijanet Muric,xk KVX,GK,26-180,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7,Matches,Ipswich-Town,Premier-League
259,Axel Tuanzebe,cd COD,DF,27-173,16.1,5,1,1,13,11,0,6,21,17,0,0,1,43,16,16,50.0,Matches,Ipswich-Town,Premier-League
260,Cameron Burgess,au AUS,DF,29-197,16.1,0,0,0,5,4,1,0,14,10,0,0,0,40,43,22,66.2,Matches,Ipswich-Town,Premier-League
261,Ben Johnson,eng ENG,"DF,FW",25-102,15.0,5,1,1,27,6,1,37,13,22,0,0,0,57,19,18,51.4,Matches,Ipswich-Town,Premier-League
262,Kalvin Phillips,eng ENG,MF,29-155,13.7,6,1,1,28,20,0,20,19,19,0,0,0,68,7,22,24.1,Matches,Ipswich-Town,Premier-League
263,Sammie Szmodics,ie IRL,"FW,MF",29-224,10.9,2,0,0,9,8,8,13,6,9,0,1,0,41,6,11,35.3,Matches,Ipswich-Town,Premier-League
264,Luke Woolfenden,eng ENG,DF,26-197,13.2,2,0,0,5,2,1,0,19,6,0,0,0,38,15,15,50.0,Matches,Ipswich-Town,Premier-League
265,Wes Burns,wls WAL,"FW,DF",30-164,10.3,1,0,0,4,11,0,46,10,11,0,0,0,50,8,21,27.6,Matches,Ipswich-Town,Premier-League
266,Jack Clarke,eng ENG,"FW,MF",24-164,11.7,2,0,0,15,21,3,13,7,17,0,0,0,67,7,14,33.3,Matches,Ipswich-Town,Premier-League
267,Alex Palmer,eng ENG,GK,28-269,11.0,2,0,0,1,2,0,0,0,0,0,0,0,15,4,0,100.0,Matches,Ipswich-Town,Premier-League
268,Julio Enciso,py PAR,"FW,MF",21-103,7.9,3,0,0,8,16,0,15,1,8,0,1,0,39,7,16,30.4,Matches,Ipswich-Town,Premier-League
269,Conor Chaplin,eng ENG,"MF,FW",28-079,7.9,2,0,0,11,6,0,9,3,5,0,0,0,25,2,9,18.2,Matches,Ipswich-Town,Premier-League
270,Nathan Broadhead,wls WAL,"MF,FW",27-031,6.7,1,0,0,4,13,2,9,4,3,0,0,0,30,1,9,10.0,Matches,Ipswich-Town,Premier-League
271,Christian Walton,eng ENG,GK,29-178,6.0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,100.0,Matches,Ipswich-Town,Premier-League
272,Jaden Philogene Bidace,eng ENG,"FW,DF",23-087,5.3,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5,Matches,Ipswich-Town,Premier-League
273,Harry Clarke,eng ENG,DF,24-065,4.2,3,1,1,5,1,0,5,4,3,0,1,0,17,10,4,71.4,Matches,Ipswich-Town,Premier-League
274,Jack Taylor,ie IRL,MF,26-317,8.5,3,0,0,16,4,0,6,9,10,0,0,0,48,7,7,50.0,Matches,Ipswich-Town,Premier-League
275,George Hirst,sct SCO,FW,26-080,5.5,2,0,0,12,10,2,3,2,3,0,0,0,8,30,20,60.0,Matches,Ipswich-Town,Premier-League
276,Conor Townsend,eng ENG,DF,32-063,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60.0,Matches,Ipswich-Town,Premier-League
277,Chiedozie Ogbene,ie IRL,FW,28-005,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3,Matches,Ipswich-Town,Premier-League
278,Massimo Luongo,au AUS,MF,32-223,2.2,0,0,0,1,2,0,1,2,5,0,0,0,10,1,0,100.0,Matches,Ipswich-Town,Premier-League
279,Ben Godfrey,eng ENG,DF,27-111,1.8,1,0,0,1,0,0,0,2,0,0,0,0,2,3,0,100.0,Matches,Ipswich-Town,Premier-League
280,Ali Al Hamadi,iq IRQ,FW,23-066,1.5,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7,Matches,Ipswich-Town,Premier-League
281,Marcus Harness,eng ENG,MF,29-071,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,,Matches,Ipswich-Town,Premier-League
282,George Edmundson,eng ENG,DF,27-248,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Ipswich-Town,Premier-League
283,Jamie Vardy,eng ENG,FW,38-115,29.5,5,0,0,22,21,25,11,5,13,2,0,0,35,49,51,49.0,Matches,Leicester-City,Premier-League
284,James Justin,eng ENG,DF,27-072,29.7,5,0,0,23,37,2,53,44,29,0,0,0,79,61,48,56.0,Matches,Leicester-City,Premier-League
285,Victor Bernth Kristiansen,dk DEN,DF,22-141,26.4,1,0,0,17,17,3,96,40,50,0,1,1,97,19,42,31.1,Matches,Leicester-City,Premier-League
286,Wout Faes,be BEL,DF,27-033,28.3,4,0,0,21,10,1,5,26,23,0,0,0,87,41,34,54.7,Matches,Leicester-City,Premier-League
287,Mads Hermansen,dk DEN,GK,24-299,26.5,1,0,0,0,3,0,0,0,1,0,0,0,17,4,1,80.0,Matches,Leicester-City,Premier-League
288,Wilfred Ndidi,ng NGA,MF,28-141,23.9,8,0,0,39,17,3,30,26,50,0,0,1,121,55,55,50.0,Matches,Leicester-City,Premier-League
289,Bilal El Khannouss,ma MAR,MF,20-361,22.3,4,0,0,28,11,1,83,6,26,0,0,0,84,19,20,48.7,Matches,Leicester-City,Premier-League
290,Boubakary Soumaré,fr FRA,MF,26-068,21.8,8,0,0,21,21,0,8,24,18,0,0,0,130,20,9,69.0,Matches,Leicester-City,Premier-League
291,Harry Winks,eng ENG,MF,29-093,17.1,4,0,0,9,13,0,34,9,11,0,0,0,106,8,6,57.1,Matches,Leicester-City,Premier-League
292,Stephy Mavididi,eng ENG,FW,26-340,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5,Matches,Leicester-City,Premier-League
293,Conor Coady,eng ENG,DF,32-070,16.0,2,0,0,7,2,1,0,13,8,0,2,0,50,13,19,40.6,Matches,Leicester-City,Premier-League
294,Jordan Ayew,gh GHA,"FW,MF",33-237,15.8,5,0,0,29,48,6,57,12,13,0,0,0,87,33,54,37.9,Matches,Leicester-City,Premier-League
295,Jannik Vestergaard,dk DEN,DF,32-276,15.5,5,0,0,12,4,0,0,16,10,0,0,1,46,26,19,57.8,Matches,Leicester-City,Premier-League
296,Facundo Buonanotte,ar ARG,"FW,MF",20-134,16.4,7,0,0,35,33,3,41,11,32,0,0,0,77,17,35,32.7,Matches,Leicester-City,Premier-League
297,Caleb Okoli,it ITA,DF,23-297,12.5,4,0,0,16,9,0,1,15,14,0,0,0,44,23,21,52.3,Matches,Leicester-City,Premier-League
298,Luke Thomas,eng ENG,DF,23-330,9.7,1,0,0,6,6,0,23,18,20,0,1,0,36,11,11,50.0,Matches,Leicester-City,Premier-League
299,Bobby De Cordova-Reid,jm JAM,FW,32-093,8.3,2,0,0,9,9,4,15,0,4,1,0,0,29,6,14,30.0,Matches,Leicester-City,Premier-League
300,Oliver Skipp,eng ENG,MF,24-232,11.1,8,0,0,19,13,0,5,10,4,0,0,0,40,10,6,62.5,Matches,Leicester-City,Premier-League
301,Jakub Stolarczyk,pl POL,GK,24-138,7.0,1,0,0,0,0,0,0,0,1,0,0,0,8,4,0,100.0,Matches,Leicester-City,Premier-League
302,Kasey McAteer,ie IRL,"FW,MF",23-165,6.8,2,0,0,15,14,2,16,3,11,0,0,0,33,10,16,38.5,Matches,Leicester-City,Premier-League
303,Abdul Fatawu Issahaku,gh GHA,FW,21-059,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9,Matches,Leicester-City,Premier-League
304,Patson Daka,zm ZAM,"FW,MF",26-209,7.3,0,0,0,12,17,3,3,1,9,0,0,0,18,10,27,27.0,Matches,Leicester-City,Premier-League
305,Ricardo Pereira,pt POR,DF,31-212,3.8,1,0,0,4,6,0,3,2,6,0,0,0,16,4,2,66.7,Matches,Leicester-City,Premier-League
306,Danny Ward,wls WAL,GK,31-318,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Leicester-City,Premier-League
307,Hamza Choudhury,bd BAN,"MF,DF",27-217,1.5,0,0,0,1,0,0,5,5,1,0,0,0,2,0,0,,Matches,Leicester-City,Premier-League
308,Woyo Coulibaly,fr FRA,DF,25-351,1.2,1,0,0,2,1,0,0,5,4,0,0,0,14,0,3,0.0,Matches,Leicester-City,Premier-League
309,Jeremy Monga,,"FW,MF",,0.6,0,0,0,0,1,0,2,0,1,0,0,0,5,0,1,0.0,Matches,Leicester-City,Premier-League
310,Odsonne Édouard,fr FRA,FW,27-110,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0,Matches,Leicester-City,Premier-League
311,Jake Evans,,FW,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Leicester-City,Premier-League
312,Will Alves,eng ENG,FW,20-092,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Leicester-City,Premier-League
313,Michael Golding,eng ENG,MF,18-348,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Leicester-City,Premier-League
314,Virgil van Dijk,nl NED,DF,33-302,35.0,4,0,0,16,12,0,1,54,17,0,0,0,110,111,46,70.7,Matches,Liverpool,Premier-League
315,Mohamed Salah,eg EGY,FW,32-325,34.5,1,0,0,22,36,16,72,7,11,0,0,0,95,9,12,42.9,Matches,Liverpool,Premier-League
316,Ryan Gravenberch,nl NED,MF,22-355,32.5,5,0,0,42,46,0,6,57,34,0,0,0,182,26,14,65.0,Matches,Liverpool,Premier-League
317,Alexis Mac Allister,ar ARG,MF,26-133,28.6,6,0,0,61,40,2,85,22,58,0,0,0,146,19,34,35.8,Matches,Liverpool,Premier-League
318,Trent Alexander-Arnold,eng ENG,DF,26-211,25.5,5,0,0,11,8,1,145,30,49,0,0,0,129,3,13,18.8,Matches,Liverpool,Premier-League
319,Ibrahima Konaté,fr FRA,DF,25-346,25.8,5,0,0,26,18,0,0,12,25,0,0,0,86,72,28,72.0,Matches,Liverpool,Premier-League
320,Andrew Robertson,sct SCO,DF,31-056,25.6,3,1,0,11,8,2,136,20,22,0,1,1,91,6,12,33.3,Matches,Liverpool,Premier-League
321,Dominik Szoboszlai,hu HUN,MF,24-193,25.3,6,0,0,37,23,4,34,9,20,0,0,0,122,18,22,45.0,Matches,Liverpool,Premier-League
322,Luis Díaz,co COL,FW,28-113,24.7,2,0,0,48,30,10,30,7,21,2,0,0,98,12,33,26.7,Matches,Liverpool,Premier-League
323,Alisson,br BRA,GK,32-216,24.9,0,0,0,0,2,0,0,0,0,0,0,0,42,6,0,100.0,Matches,Liverpool,Premier-League
324,Cody Gakpo,nl NED,FW,25-364,19.1,5,0,0,17,25,5,68,11,14,1,0,0,66,15,24,38.5,Matches,Liverpool,Premier-League
325,Curtis Jones,eng ENG,"MF,DF",24-096,17.0,3,1,1,17,24,1,6,6,20,1,0,0,86,13,12,52.0,Matches,Liverpool,Premier-League
326,Diogo Jota,pt POR,FW,28-153,12.8,2,0,0,22,14,1,8,7,8,1,0,0,40,22,30,42.3,Matches,Liverpool,Premier-League
327,Caoimhín Kelleher,ie IRL,GK,26-164,10.0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0,Matches,Liverpool,Premier-League
328,Darwin Núñez,uy URU,FW,25-316,11.7,8,0,0,27,14,11,2,3,16,1,0,0,39,17,30,36.2,Matches,Liverpool,Premier-League
329,Kostas Tsimikas,gr GRE,DF,28-359,8.3,2,0,0,9,6,1,61,10,18,0,0,0,27,5,6,45.5,Matches,Liverpool,Premier-League
330,Joe Gomez,eng ENG,DF,27-348,5.8,1,0,0,2,3,0,2,7,10,0,0,0,34,9,4,69.2,Matches,Liverpool,Premier-League
331,Conor Bradley,nir NIR,DF,21-301,6.3,3,0,0,9,10,0,6,3,8,0,0,0,36,7,7,50.0,Matches,Liverpool,Premier-League
332,Jarell Quansah,eng ENG,DF,22-097,4.5,2,0,0,9,1,0,2,6,8,0,1,1,16,6,10,37.5,Matches,Liverpool,Premier-League
333,Harvey Elliott,eng ENG,"MF,FW",22-032,3.0,1,0,0,0,0,1,10,1,3,0,0,0,10,1,2,33.3,Matches,Liverpool,Premier-League
334,Wataru Endo,jp JPN,MF,32-086,2.6,0,0,0,14,6,0,0,3,8,0,0,0,12,2,3,40.0,Matches,Liverpool,Premier-League
335,Federico Chiesa,it ITA,FW,27-193,0.5,0,0,0,2,1,0,2,0,0,0,0,0,4,0,1,0.0,Matches,Liverpool,Premier-League
336,Vitezslav Jaros,cz CZE,GK,23-287,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Liverpool,Premier-League
337,Jayden Danns,eng ENG,MF,19-110,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Liverpool,Premier-League
338,Joško Gvardiol,hr CRO,DF,23-103,33.4,2,0,0,13,23,2,19,38,34,0,0,0,132,48,33,59.3,Matches,Manchester-City,Premier-League
339,Erling Haaland,no NOR,FW,24-289,27.6,2,0,0,22,12,4,3,5,5,0,0,0,29,49,45,52.1,Matches,Manchester-City,Premier-League
340,Bernardo Silva,pt POR,"MF,FW",30-269,26.7,7,0,0,26,29,3,54,20,34,0,0,0,93,5,10,33.3,Matches,Manchester-City,Premier-League
341,Ederson,br BRA,GK,31-262,22.8,3,0,0,1,0,0,0,1,0,0,1,0,38,4,1,80.0,Matches,Manchester-City,Premier-League
342,İlkay Gündoğan,de GER,MF,34-194,22.8,1,0,0,15,21,0,57,13,13,0,0,0,105,13,11,54.2,Matches,Manchester-City,Premier-League
343,Mateo Kovačić,hr CRO,MF,31-000,22.8,5,0,0,23,23,0,0,20,38,0,0,0,110,9,8,52.9,Matches,Manchester-City,Premier-League
344,Rúben Dias,pt POR,DF,27-357,22.2,4,0,0,12,8,0,3,18,10,0,1,1,68,30,31,49.2,Matches,Manchester-City,Premier-League
345,Sávio,br BRA,"FW,MF",21-026,19.3,3,0,0,17,27,3,81,6,16,2,0,0,79,1,2,33.3,Matches,Manchester-City,Premier-League
346,Rico Lewis,eng ENG,"DF,MF",20-166,20.2,5,1,1,11,33,0,3,13,19,0,0,0,94,5,13,27.8,Matches,Manchester-City,Premier-League
